Videos;Videotitel;Veröffentlichungszeitpunkt des Videos;Klicks auf Abspannelement;Klicks auf Infokartenteaser;Klicks auf Infokarte;Geteilte Inhalte;Kommentare hinzugefügt;„Mag ich“ und „Mag ich nicht“ im Vergleich (%);„Mag ich nicht“-Bewertungen;Likes;Verlorene Abonnenten;Gewonnene Abonnenten;Durchschnittliche Wiedergabedauer in Prozent (%);Im Feed angezeigt;Aufrufe;Wiedergabezeit (Stunden);Geschätzter Umsatz (EUR);Durchschnittliche Wiedergabedauer;Impressionen;Klickrate der Impressionen (%);Länge des Videos (sek);Thema;Bewertung Titel;Gestaltung Thumbnail
d8PpLOTsGTQ;445 km/h schnell: Hyper-Sportwagen Bugatti Tourbillon kommt auf 1800 PS | ntv;02.07.2024;10;0;0;30;0;1000;0;10;0;0;5031;0;880;42056;175;00:02:52;7360;598;;;;
8pNRephBaV8;"""Macron ist ein absoluter Schaumschläger"" | ntv #beisenherz";02.07.2024;10;0;0;0;0;1500;-10;30;0;0;1246;0;1060;92789;304;00:05:15;19520;307;;;;
vstvRwdyGO0;"""Geheimer ""Operationsplan Deutschland betrifft uns alle"" - Generalleutnant: ""Ab 2025 in Kraft  | ntv";02.07.2024;230;20;0;6200;500;6889;280;620;0;200;3333;0;103510;9094112;36551;00:05:16;544790;69;;;;
bzb2IPbmrbc;Diese Folgen hätte ein Sieg Trumps für Europa - Banger Blick auf US-Wahlkampf | ntv;03.07.2024;20;0;0;20;10;;0;0;0;0;5923;0;450;9994;74;00:01:19;3630;799;;;;
K7HwC6mjBJs;"""Corona war ein Spaziergang gegen Vogelgrippe"" - Virologe für den Fall, dass das Virus mutiert | ntv";03.07.2024;10;0;0;80;50;0;-10;0;0;0;4217;0;3530;110416;535;00:01:52;42820;504;;;;
P2WJ90oiybM;Rekruten aus dem Gefängnis: Auch Kiew schickt jetzt seine Häftlinge an die Front | ntv;03.07.2024;10;0;0;0;0;;0;0;0;0;4448;0;510;11909;54;00:01:24;8850;384;;;;
66E91tuW6lA;Sparen fürs Alter: Warum langfristiges Investieren einen großen Unterschied macht!  | ntv;04.07.2024;10;0;0;0;0;;0;0;0;0;1111;0;1800;27337;344;00:00:54;2740;584;;;;
_L7OCCS8pio;Was Xi und Putin sagen - und was sie verschweigen - Gipfeltreffen in Astana  | ntv;04.07.2024;10;0;0;0;0;1000;0;-20;0;0;3711;0;130;1528;12;00:00:42;3800;184;;;;
FTVuwRUeIdc;"40 Geschosse pro Minute: ""Vampir"" der Ukraine erzwingt ""Preis in Blut"" von Russen | ntv";04.07.2024;7100;10;0;1020;3490;7919;2930;11150;10;860;6035;0;1141090;25251665;88279;00:01:19;11302720;576;;;;
wv3InMRW_iE;"""Natürlich gelten für Politiker andere Regeln"" - Augstein fährt Blome zu Baerbock  | ntv";05.07.2024;2300;0;0;1440;2520;7172;2740;6950;40;610;5167;0;384740;12920519;6196;00:02:00;10399200;209;;;;
KfaNrfKLovQ;"""Wie Hakenkreuz für Neonazis"": Experte erklärt Herkunft und Bedeutung des Wolfsgrußes | ntv";06.07.2024;10;0;0;30;10;2000;-10;20;0;0;4067;0;1310;39807;234;00:01:49;20390;412;;;;
tG_yG8dAZUU;Wie ein russischer Überfall auf das Baltikum laufen könnte: Hauptstädte, Ostsee, Achillesferse | ntv;06.07.2024;20;20;0;50;0;1000;0;-10;0;0;6335;0;1550;68729;356;00:02:39;15410;578;;;;
3xPig0ZpLF8;"Ist bei Corona ""alles überstanden"", Christian Drosten? - Neues Buch mit Co-Autor Mascolo | ntv";07.07.2024;10;0;0;20;10;0;20;0;0;0;350;0;1560;55515;339;00:02:08;30330;303;;;;
F94ZQMekr7g;Machtwechsel in Großbritannien: Rückkehr in die EU nach dem Labour-Sieg? | ntv;08.07.2024;10;0;0;10;0;;0;0;0;0;5933;0;200;3032;14;00:00:54;2200;455;;;;
l9Tt7Y948Cw;"""Altes Dogma"": FDP-Fraktion möchte Acht-Stunden-Tag abschaffen | ntv";08.07.2024;10;0;0;0;0;;0;0;0;0;953;0;40;1144;2;00:01:42;1670;6;;;;
F3NKIfZWxvY;"""Putin will gezielt für neue Flüchtlingsströme sorgen"" - Reisner zu Infrastruktur-Attacken | ntv";08.07.2024;10;0;0;0;0;;0;0;0;0;4448;0;950;15847;49;00:01:00;53120;104;;;;
042FkyUxanA;"Ukraine-Unterstützung - ""es kommen Zweifel auf"": US-Korrespondent Wittich zum NATO-Gipfel | ntv";09.07.2024;1960;0;0;240;900;8032;490;2000;0;180;6303;0;255290;48716;25937;00:01:08;2123980;73;;;;
1r8spQqt0eQ;"""Wäre Prestigeverlust"" - Reisner: F16 könnten noch vor Einsatz zerstört werden | ntv";09.07.2024;10;0;0;0;0;1000;0;-50;0;0;2873;0;1120;35396;2;00:01:53;63970;106;;;;
nUoGYbdZ7Zs;"Fit für zweite Amtszeit? Kloeppel: Dass Biden es nochmal kann, ""ist ein Irrglaube"" | ntv";09.07.2024;2610;0;0;1410;4000;7511;2830;8540;10;880;3771;0;837640;32989515;110909;00:02:21;29719230;19;;;;
-8wJ9NBVwSw;"Spitzname ""Trump-Flüsterer"": Das ist der künftige Generalsekretär der NATO | ntv";10.07.2024;0;0;0;0;0;;0;0;0;0;3407;0;420;6162;108;00:00:52;2910;309;;;;
-8geWL0pwiQ;"Trägerrakete startet Jungfernflug: Ariane 6 legt ""Bilderbuch-Start"" hin | ntv";10.07.2024;0;0;0;0;0;;0;0;0;0;5828;0;70;941;1;00:00:48;2050;195;;;;
dE7TUv6G_Jo;"700.000 Tote und Verwundete - Umbach: ""Russische Verluste sind höher als gedacht"" | ntv";10.07.2024;20;0;0;0;10;6667;-10;-20;0;0;3645;0;2800;86459;617;00:01:51;22460;695;;;;
43SHRmOy290;Verzicht auf Kanzlerkandidatur - Baerbock will sich der Diplomatie widmen, erklärt sie bei CNN | ntv;11.07.2024;190;0;0;50;120;1000;0;30;0;0;5063;0;12850;160854;2559;00:00:45;216920;429;;;;
1DYVvqVolyg;"""Baerbock ist womöglich Machtkampf zuvorgekommen"" - Boese zu Kanzler-Wirren bei Grünen | ntv";11.07.2024;10;0;0;0;0;;0;0;0;0;4565;0;80;1461;12;00:01:05;1810;221;;;;
wvBaHwCZSeo;"Exklusiv! Apple-Chef Tim Cook: Vision Pro ist eine Zäsur: ""Fast alles daran ein Durchbruch"" | ntv";12.07.2024;10;0;0;0;0;1000;0;60;0;10;2574;0;2620;96485;467;00:02:12;37240;559;;;;
Batp_Pk0RhA;"""Das werden keine lustigen Zeiten bis zur Bundestagswahl""  | ntv #beisenherz""";12.07.2024;10;0;0;10;10;500;20;20;0;10;1435;0;2470;243897;1053;00:05:55;29400;571;;;;
2UCh0aC1UZo;Vogelgrippe-Ausbruch - Milchproben in Bad Bentheim aber bisher frei von H5N1 | ntv;12.07.2024;10;0;0;10;0;;0;0;0;0;4668;0;350;5491;42;00:00:56;7060;241;;;;
pz-5-ufTG9s;"Tomahawk nur Teil der Pläne - Wiegold: ""Interessanter wird ein anderes Waffensystem"" | ntv";12.07.2024;1650;0;0;1020;1250;8156;900;3980;0;170;5578;0;273140;12781189;32577;00:02:48;3216170;531;;;;
FI8rDuGc35k;Jähes Prozess-Ende: Alec Baldwin bricht in Tränen aus | ntv;13.07.2024;10;0;0;0;10;1000;0;20;0;0;6379;0;3080;56761;476;00:01:06;17950;774;;;;
ksbQ-6z0HHY;Boese: Berlin bereitet sich auf Trump 2.0 vor - Attentat als Wahlkampf-Schub  | ntv;15.07.2024;2060;0;0;260;1510;524;1090;1200;10;40;5146;0;146250;3177939;13638;00:01:18;3791540;237;;;;
jiwGzdipapw;"""Polizist ist Attentäter wohl gefolgt"": Wittich zu Kritik am Secret Service | ntv";15.07.2024;3660;10;0;840;1360;8424;810;4330;30;450;438;0;451840;17921349;56915;00:02:22;16159290;186;;;;
AH5TSV-A4ro;Chronologie des Anschlags: So lief das Attentat auf Ex-Präsident Trump ab | ntv;15.07.2024;33500;0;0;1670;1380;8933;560;4690;10;500;6947;0;925180;20887238;14028;00:01:21;36131070;171;;;;
Tsrdff6ewgQ;"""In hochrangigen Gremien werden Spione entdeckt"" - Reisner zur hybriden Kriegführung Russlands | ntv";15.07.2024;10;0;0;0;10;8571;-10;-60;0;0;3312;0;3100;88995;509;00:01:43;132980;15;;;;
TRnkxHp6QuU;Das war der Trump-Attentäter Matthew Crooks | ntv;15.07.2024;27200;0;0;6810;5940;9172;1210;13400;70;1050;7035;0;1695040;33784637;324509;00:01:11;54313110;222;;;;
Cwy03FYIbF0;"""Das Schönste im Leben..."" Ralf Schumacher outet sich und zeigt Mann an seiner Seite | ntv";15.07.2024;30;0;0;0;10;;0;0;0;0;5205;0;3260;73061;614;00:01:20;40650;371;;;;
gUyOpSiUCc8;Offiziell nominiert, Vize ernannt: Trump tritt nach Attentat erstmals öffentlich auf  | ntv;16.07.2024;3090;0;0;890;1420;9039;620;5830;10;480;5301;10;722800;10856588;;00:00:54;49396110;107;;;;
yXBgkOqV5xk;Frauenleichen auf Müllplatz entdeckt: Serienkiller-Geständnis schockt Kenia | ntv;16.07.2024;10;0;0;0;0;;0;0;0;0;6323;0;560;11705;73;00:01:15;8260;436;;;;
KO5fuiAVn74;Welche Aktien vom Trump-Hype profitieren - Saubere Energien im Abverkauf | ntv;16.07.2024;10;0;0;50;0;1000;0;70;0;20;6368;0;7440;138193;1317;00:01:06;40130;1505;;;;
WMcLhsTK7_8;"""Compact""-Verbot und die Folgen: ""AfD wird das als Schlag gegen die Partei ansehen"" | ntv";16.07.2024;10;0;0;0;40;;-10;10;0;10;2269;0;2300;38414;793;00:01:00;74460;154;;;;
I_Pp4Otw02c;"Klouth: ""Trump wirkte müde und mitgenommen"" - Ernannter Vize ist ""Hardliner"" | ntv";16.07.2024;10;0;0;0;0;;0;0;0;0;2358;0;470;511;83;00:00:39;2270;617;;;;
vxgAMCkucyI;"""Hatte Merkel wirklich einen Plan für die Zukunft?"" - Beisenherz zum Erbe der Kanzlerin  | ntv";17.07.2024;10;0;0;0;10;1000;0;-10;0;0;5649;0;970;14308;126;00:00:53;18670;241;;;;
D3BniERNJoQ;"Die lustigsten Momente aus Merkels Amtszeit - ""Spreche da vor allem Männer an"" | ntv";17.07.2024;960;0;0;620;330;9336;140;1970;0;70;7323;0;160340;5740576;34864;00:02:08;1648250;72;;;;
oiBlwVcZ_Cg;"Merkel ""hat die CDU inhaltsleer gemacht"" - Bremer bewertet Ära  | ntv";17.07.2024;70;0;10;60;20;10625;-10;170;0;10;5782;0;7300;264998;1549;00:02:10;158820;28;;;;
 -GMZrYahmSM;"Wie ""Kohls Mädchen"" zur mächtigsten Frau der Welt wurde - Merkels Karriere in zwei Minuten | ntv";17.07.2024;0;0;0;20;0;500;-10;-10;0;0;5182;0;250;4426;32;00:01:03;6740;282;;;;
a5FyP6eqTjs;Erleichterte von der Leyen bekommt zweite Amtszeit nach kämpferischer Rede | ntv;18.07.2024;2960;0;0;3460;23790;1483;23430;4080;20;520;3956;0;686820;1034096;106283;00:00:54;40576520;121;;;;
2KWA8SKOaxw;"Trump-Enkelin schwärmt von ""normalem Großvater"" - 17-Jährige auf Parteitagsbühne  | ntv";19.07.2024;70;0;0;270;0;1000;0;50;10;20;6813;0;10800;138979;2052;00:00:46;20660;2744;;;;
raTccoq9-kA;"Barley: ""Rechtsextreme haben hässlichstes Gesicht gezeigt"" - ""Brandmauer"" mit von der Leyen | ntv";19.07.2024;3830;0;180;2320;24390;1597;36050;6850;50;560;3628;0;1042820;23226558;202946;00:01:20;33065830;206;;;;
pfGdm05u2RA;"Trump will ""Präsident von ganz Amerika"" sein - Nominierungsrede in Milwaukee | ntv";19.07.2024;1780;0;0;220;670;8497;260;1470;20;130;6454;0;190320;1228392;20372;00:00:23;9374790;137;;;;
2HaSKHrwIc0;"""Das ganze Land sitzt im Schwemmsaum von Merkels Politik"" - Gegenverkehr zur Altkanzlerin | ntv";19.07.2024;10;0;0;0;0;1000;0;10;0;0;7633;0;260;1279;134;00:02:57;3060;556;;;;
v6YYQpEX6Ys;KI soll ganze Kampfdrohnen-Schwärme steuern - Ukraine entwickelt neue Software | ntv;19.07.2024;20;0;0;20;0;;0;0;0;0;5288;0;2780;55941;423;00:01:12;19190;756;;;;
DgXUDzMTzuk;Scharfschütze sah Attentäter 20 Minuten vorher auf Dach - Details zu Trump-Mordversuch | ntv;19.07.2024;10;0;0;40;0;;-10;10;0;0;6192;0;2760;47946;293;00:01:02;15490;1085;;;;
 -FAInrd7Ozw;"""Niemand wird unsere Macht infrage stellen"" - Trumps Rede auf dem Parteitag der Republikaner #ntv";19.07.2024;0;0;0;0;0;;0;0;0;0;6799;420;320;2901;;00:00:32;6140;195;;;;
xUYbWkpEezo;"""Michelle Obama ist einzige mit besseren Werten als Trump"": Jäger zu möglichem Biden-Rücktritt | ntv";20.07.2024;3630;0;1490;2130;5380;7003;3860;9020;50;780;4912;0;626550;35049796;183836;00:03:21;13654820;273;;;;
CzFDmu2vHCI;"""Freue mich, nächste Woche auf Wahlkampftour zu gehen"" - Biden hält an Kandidatur fest  | ntv";20.07.2024;2170;0;0;510;2800;6061;1430;2200;30;190;4109;0;537610;8713479;69492;00:00:58;20081810;172;;;;
hUHkQi6BpSE;"""Demokraten werden massiven Spenden-Zulauf haben"" - Ex-Obama-Berater zu Biden-Rückzug | ntv";21.07.2024;3170;0;0;300;850;6731;1010;2080;10;130;4797;0;240170;98242;53377;00:02:27;13574340;117;;;;
KxfrFuvsKMU;Boom und Ausverkauf im Paradies: Hype um Sansibar nimmt bizarre Ausmaße an | ntv;21.07.2024;20;10;0;30;0;;0;0;0;0;6201;0;5340;244675;1315;00:02:44;24580;1139;;;;
IZV77IdNfXQ;Nach Bidens Rücktritt: Wer ist Kamala Harris? - Sie könnte jetzt Trump herausfordern  | ntv;21.07.2024;7680;0;250;1250;1690;7941;970;3740;40;490;6067;0;461960;14092039;78861;00:01:49;15461950;194;;;;
V5lOMN7OGpU;"""Biden hat alle ins Messer laufen lassen"" - Jäger sieht ""Rache"" des Präsidenten | ntv";21.07.2024;10;0;0;10;20;1000;0;-30;0;0;2494;0;3850;107747;932;00:01:40;70740;407;;;;
DhyhhWuS54s;Nach Rückzug von Biden: Alle 50 Parteivorsitzenden unterstützen offenbar Harris | ntv;22.07.2024;3180;0;520;820;2070;8046;1100;4530;80;470;5257;0;461130;10908108;103032;00:01:25;26602010;122;;;;
cc87tGQWDZI;"Varta-Aktie ""zu vollkommenem Zockerpapier geworden""- Batteriehersteller in der Krise  | ntv";22.07.2024;10;0;0;0;10;;0;0;0;10;543;0;1370;36372;251;00:01:35;23050;382;;;;
R4DVP7Cw7DE;"""Trump könnte Vance-Nominierung jetzt bereuen"" - Sandra Navidi zu Harris-Kandidatur  | ntv";23.07.2024;7810;0;0;1360;4350;7059;4600;11040;60;1100;4677;0;1228760;5618902;267183;00:02:44;46073170;186;;;;
ibQxGbZ3dUQ;"""Im Moment ist Harris eine gigantische Projektionsfläche"" - Strategieberater zu US-Wahlkampf  | ntv";23.07.2024;2500;0;0;290;500;8793;280;2040;20;150;6038;0;152580;8572593;42862;00:03:22;2598460;349;;;;
4-3sHRJMqzQ;"""Trump wird mit Harris genauso umgehen wie mit Clinton"" - Kampagne überrascht Jäger nicht  | ntv";23.07.2024;3620;0;0;1370;3910;7797;2860;10120;50;1070;5304;0;931160;31553253;208025;00:02:01;71776770;9;;;;
5X1xFv-p90w;"""Trump nennt Harris 'dumm' und lästert"" - Republikaner-Fassade ist dahin  | ntv";23.07.2024;10;0;0;0;0;;0;0;0;0;2613;0;410;7558;229;00:01:06;3130;607;;;;
 -sLvDrHXzG4;"""Raubtiere und Betrüger - ich kenne Trumps Typ"" - Harris fühlt sich für Wahlkampf gewappnet | ntv";23.07.2024;3960;10;0;1280;4060;6365;2850;4990;40;460;5568;0;453890;8353911;80634;00:01:06;45596400;73;;;;
frox4jrqDIA;Polizei stürmt Blaue Moschee - Faeser verbietet Islamische Zentrum Hamburg | ntv;24.07.2024;10;0;0;0;10;1000;0;10;0;0;4178;0;580;6799;49;00:00:42;15520;316;;;;
gbIO10Sj4oI;"""Wenn wir kämpfen, gewinnen wir"" - Kamala Harris in Umfrage vor Trump | ntv";24.07.2024;10;0;0;0;0;500;-10;-10;0;0;2668;0;170;1726;15;00:00:36;4900;163;;;;
yKcWsCnf5hg;"Obamas rufen Harris an: ""Das wird historisch"" | ntv";26.07.2024;3130;0;0;1560;2940;6039;2630;4010;0;150;6227;0;349600;3688499;57964;00:00:37;11968950;202;;;;
G_7jpW1SsPQ;Munz: Russen diskutieren steigende Flugpreise heftig - Kreml gibt Soldatenkosten weiter  | ntv;29.07.2024;4460;10;0;520;1620;8729;1270;8720;40;620;5469;0;858510;31169349;189171;00:02:10;10309370;558;;;;
_O3yVKvT1H8;"Reisner: Verluste für Kreml irrelevant - ""Ukraine mit schwer lösbarer Situation konfrontiert"" | ntv";29.07.2024;50;10;0;50;0;800;20;80;0;40;4261;0;13540;342929;1262;00:01:31;343080;238;;;;
XiWDT35Crxo;Bitcoin-Messe: Goldgräberstimmung nach Trump-Rede - USA sollen Krypto-Nation werden | ntv;29.07.2024;30;0;0;300;10;1000;0;50;0;10;5901;0;6400;119602;1192;00:01:07;52530;929;;;;
SjKdZiiJPfs;Schlappe für Ampel in Karlsruhe - So sieht das neue Wahlrecht nach dem Urteil aus | ntv;30.07.2024;20;20;0;130;0;500;10;10;0;10;7488;0;5690;145564;1536;00:01:32;32820;1197;;;;
qwX8ik-1acI;"""Salomonisches"" Urteil ""nutzt der Ampel"" - Von Lucke zu Wahlrechts-Knall | ntv";30.07.2024;2170;0;60;740;810;8737;470;3250;30;550;4265;0;309930;10794727;79693;00:02:05;64909010;34;;;;
POLJAbrqSGU;Wie viele Deutsche würden Donald Trump wählen? | ntv Trendbarometer;30.07.2024;10;0;0;0;0;0;-10;0;0;0;4962;0;190;2985;21;00:00:56;2600;385;;;;
-2jJFG-35E4;"BSW-Bedingung für Koalition ""ist Täter-Opfer-Umkehr"" - Grünen-Chefin Ricarda Lang im Frühstart | ntv";31.07.2024;0;0;0;0;0;0;-10;0;0;0;1096;0;210;2819;25;00:00:48;7520;173;;;;
lhmL8xWU5tQ;"Motorräder-Angriffe ""laufen nach bestimmtem Schema ab"" - Munz zu Russlands Kriegs-Taktik | ntv";31.07.2024;20;0;0;0;0;1000;0;-10;0;0;559;0;2380;41021;141;00:01:02;57360;293;;;;
TCUslfJjHAs;Schockmoment bei Straßenblockade - Auto fährt Klimaaktivisten in Linz an  | ntv;01.08.2024;20;10;0;30;0;1000;0;50;0;0;5518;0;5520;97304;721;00:01:03;22520;1794;;;;
pJ1W6CKWHbI;"Munz: Russland könnte Tiergarten-Mörder freitauschen - ""Hinweise verdichten sich""  | ntv";01.08.2024;1620;10;0;300;1080;6889;560;1240;20;110;3918;0;240290;3347575;29457;00:00:50;19407350;72;;;;
UB1XMKZMW3U;"Militärexperte Thiele erwartet Eskalation: ""Der Iran muss reagieren"" | ntv";01.08.2024;10;0;0;0;10;;0;0;0;0;2787;0;540;13127;125;00:01:27;21470;135;;;;
DTGZPbEhmEc;Nach Messerattacke in Southport: Rechtsextreme Proteste erreichen London | ntv;01.08.2024;10;0;0;10;0;;0;0;0;0;5838;0;220;3068;22;00:00:50;5380;223;;;;
PR_GWhlhb-g;"""Ist sie indisch oder schwarz?"" - Trump empört mit Aussage über Harris' Abstammung | ntv";01.08.2024;20;0;0;10;20;2000;-10;20;0;0;355;0;1780;44935;183;00:01:30;38070;32;;;;
pjljLV1RHUw;"""Alle haben gesehen: Deutschland ist erpressbar"" - Munz bewertet Gefangenenaustausch | ntv";02.08.2024;2220;0;0;680;2030;7678;1010;3340;30;340;5826;0;338100;6182785;57923;00:01:05;22391280;112;;;;
4SEVbM5rIZg;"""Nach dem Sommer geht's ums Ganze!"" - Augstein und Blome zu Wahlen und Demokratie | ntv Gegenverkehr";02.08.2024;60;10;0;20;0;1000;0;70;0;70;5537;0;5170;181289;1655;00:02:06;40220;917;;;;
o9VlxiQAvTQ;85.000 Besucher im Metal-Fieber:  Wacken Open Air 2024 eröffnet | ntv;02.08.2024;10;0;0;0;0;;0;0;0;0;4576;0;770;11354;83;00:00:53;17000;306;;;;
W21z3U-IYYA;Massiver Sparkurs - Ist das Intel-Werk in Magdeburg bedroht? | ntv;02.08.2024;40;0;0;40;80;1000;0;20;0;0;6404;0;3120;58279;524;00:01:07;27530;814;;;;
59htWOkRmFk;Freigelassene kehren heim - Putin umarmt demonstrativ befreiten Tiergarten-Mörder | ntv;02.08.2024;10;0;0;0;0;;0;0;0;0;5023;0;320;6786;29;00:01:16;5440;496;;;;
Bxbaq5tB7Uo;"""Staaten, wo Trump deutlich führte, sind wieder im Spiel"" - Jäger zu Harris' Aufholjagd | ntv";05.08.2024;1890;50;0;610;2780;7902;2270;8550;0;770;5217;0;687940;22331566;143196;00:01:56;22711680;199;;;;
HSfDWEasOQ4;Angst vor Angriff - Haifa richtet seine Schutzräume her | ntv;05.08.2024;10;0;0;10;0;1000;0;-10;0;0;5864;0;310;5201;29;00:01:00;3810;236;;;;
TbqKaJA3uro;"Die ""Hexen von Butscha"" schießen den Himmel frei - Kampfeinheit nur aus Frauen | ntv";05.08.2024;10;0;0;180;10;6667;40;80;0;0;4532;0;8410;170453;744;00:01:12;75800;569;;;;
Onl3EWeiMcA;Selenskyj zeigt erste F-16-Jets mit Ukraine-Wappen - Präsentation an geheimem Ort | ntv;05.08.2024;3020;0;0;500;3530;447;3390;2740;10;90;5907;0;235890;3986412;37093;00:01:00;8756600;159;;;;
_HiUeH1v3sQ;"""Ich war sicher, dass ich das nicht überleben würde"" - Kara-Mursa spricht über seine Haft | ntv";05.08.2024;20;0;0;20;0;1000;0;20;0;0;4695;0;2070;99883;361;00:02:53;19580;552;;;;
L2_xYlRgQ7g;Harris legt sich fest: Tim Walz wird Vize-Kandidat | ntv;06.08.2024;4530;0;0;110;1030;6017;920;1390;0;120;5263;0;204010;2654244;25166;00:00:46;14455850;92;;;;
INYF8DfsJak;Nach Flucht der Regierungschefin: Militär kündigt Übergangsregierung in Bangladesch an | ntv;06.08.2024;10;0;0;0;0;;0;0;0;0;3862;0;140;1652;6;00:00:42;1830;383;;;;
X8RkBjxH-t8;"""Unser Kandidat nicht qualifiziert"": Republikaner-Bündnis stellt sich hinter Kamala Harris | ntv";06.08.2024;20;0;10;0;0;1000;0;10;0;0;564;0;1430;25538;228;00:01:04;19330;486;;;;
p7r3CqajLdo;"Jäger: ""Trump findet auf einmal nicht mehr statt"" | ntv";07.08.2024;60;0;0;10;0;6667;-10;-20;0;20;5059;0;9430;320706;1767;00:02:02;121230;577;;;;
u4uIWNFiZ9A;Randale auch in Belfast - Britische Behörden fürchten weitere rechte Krawalle | ntv;07.08.2024;10;0;0;0;0;1000;0;10;0;10;4925;0;720;10048;39;00:00:50;11580;449;;;;
BQ1Ecx8jJ5Y;"""Wenn er von der Couch aufsteht"" - Walz frotzelt über Trump-Vize Vance und erntet Jubel | ntv";07.08.2024;30;10;20;0;0;;0;0;0;0;5323;0;3100;83427;586;00:01:36;50340;453;;;;
KgAe2yGgnRI;Trotz schwerer Bedrohungslage - Deutsche Gastronomen wollen Beirut nicht verlassen | ntv;07.08.2024;10;0;0;0;0;;0;0;0;0;6185;0;260;3707;42;00:00:51;3480;23;;;;
 -ECOMmsBDfU;Das ganze Video findet ihr hier verlinkt! | #ntv #shorts #usa #election #kamalaharris #timwalz;07.08.2024;0;0;0;0;0;;0;0;0;0;4502;290;150;882;;00:00:21;2500;0;;;;
_PRiSe18A_I;Kreuzfahrt ist nicht gleich Kreuzfahrt - ein Überblick | ntv Service;08.08.2024;10;0;0;210;0;1000;0;60;0;10;4482;0;18900;2560207;14969;00:08:07;333700;37;;;;
OT8-cy_Fqt4;Ukraine rückt in Grenzgebiet vor - Russland erhöht Schutz von Atomkraftwerk in Kursk | ntv;08.08.2024;50;0;0;0;0;0;-10;0;0;0;5848;0;780;13557;136;00:01:02;14820;209;;;;
LrhYd85Nm1U;"Taylor-Swift-Konzerte abgesagt: Wiener IS-Anhänger wollte ""Blutbad"" anrichten | ntv";08.08.2024;10;0;0;0;0;;0;0;0;0;3076;0;190;2094;15;00:00:39;4260;305;;;;
 -lVRtI31iK8;"Munz: Kursk-Überfall hat Moskau ""komplett überrascht"" | ntv";08.08.2024;30;0;0;0;0;1000;0;-10;0;0;4182;0;1150;27254;18;00:01:25;42970;144;;;;
NZSTHJBOfJU;"""Abschottung gegenüber AfD ist politisch gescheitert"" - Katja Wolf, BSW-Spitzenkandidatin Thüringen";08.08.2024;20;0;0;0;0;3333;-20;-10;0;0;2426;0;1950;59797;33;00:01:50;24770;493;;;;
 -Bs8no4i8Io;"USA ""drängen auf Waffenstillstand"" - Israel soll erneut Schule in Gaza-Stadt angegriffen haben | ntv";09.08.2024;0;0;0;10;0;1000;0;-20;0;0;3433;0;120;1282;8;00:00:38;3910;128;;;;
H8r9R_cAghQ;Blogger widersprechen Kreml: Lage nicht unter Kontrolle | ntv;09.08.2024;10;0;0;0;0;500;-10;-10;0;0;6157;0;180;3571;52;00:01:11;5710;123;;;;
YZeZwSpRQmM;"Munz: ""Russen können nicht zum Gegenangriff übergehen"" | ntv";09.08.2024;40;0;0;0;0;6667;-10;-20;0;0;4355;0;3280;5634;611;00:01:01;119860;173;;;;
aMHuRzKOnPs;"Richter: ""Ruhe in Nahost ist sehr trügerisch"" - Israel erwartet Iran-Angriff | ntv";12.08.2024;10;0;0;0;0;1000;0;-10;0;0;7346;0;70;2157;11;00:01:50;3190;125;;;;
uTENIqDHYRE;"""Sie nennen es 'Ballermann'"": Mallorquiner werfen Deutschen fehlenden Respekt vor | ntv";12.08.2024;2810;160;0;2010;5310;8657;1160;7480;0;320;6561;0;528760;8576619;88256;00:00:58;14306260;242;;;;
 -IofjReg-II;"""Russen sollen Feuer gelegt haben - mit Autoreifen"": Kriewald über Brand in AKW | ntv";12.08.2024;0;0;0;0;0;1000;0;-10;0;0;3624;0;290;4175;192;00:00:51;6340;221;;;;
b2YQPOlpm08;Brand in Saporischschja: Dunkler Rauch quillt aus Kühlturm von Atomkraftwerk | ntv;12.08.2024;30;0;0;0;0;;0;0;0;0;4251;0;270;3188;42;00:00:42;5410;185;;;;
ppQCWUI31tY;"""Sie haben Biden quasi erschossen"": Musk und Trump fabulieren vor Millionenpublikum | ntv";13.08.2024;4330;90;0;4130;6140;6821;4050;8690;60;960;3543;0;1184070;37408431;247603;00:01:53;36920280;236;;;;
hjziDiCCGHY;"""Wer weiß, was die Zeit bringt"": Höcke zu Kanzler-Ambition | ntv";13.08.2024;1810;110;0;1710;2030;8772;980;7000;50;730;4626;0;505550;35923147;206522;00:04:15;10277690;259;;;;
5lIQGpjSD50;"Munz: ""Putins Botschaft: Nicht über Militärisches reden"" | ntv";13.08.2024;30;0;10;0;0;1000;0;-20;0;0;4948;0;1340;32049;213;00:01:26;24250;186;;;;
vEnVDsiGtT8;Preise für Olivenöl ziehen massiv an: Ernteausfälle wegen Trockenheit | ntv;13.08.2024;10;0;0;30;0;;0;0;0;0;5547;0;600;9799;122;00:00:58;22420;107;;;;
orX9rCsMOfs;"Moskau soll ""Gigantisches"" planen: Ukraine hat 1000 Quadratkilometer russisches Gebiet erobert | ntv";13.08.2024;330;20;30;0;10;-4000;-50;40;0;20;4296;0;39390;592203;6603;00:00:54;482360;562;;;;
_xSu8Sbbqf4;"""Trump hat Musk allen Ernstes für E-Autos gelobt"": Fritz über Milliardärs-Plauderei | ntv";13.08.2024;10;0;0;0;0;0;-20;0;0;0;2661;0;370;5087;452;00:00:49;8630;116;;;;
