video_id;audience_female_age18-24;audience_male_age18-24;audience_female_age25-34;audience_male_age25-34;audience_female_age35-44;audience_male_age35-44;audience_female_age45-54;audience_male_age45-54;audience_female_age55-64;audience_male_age55-64;audience_female_age65-;audience_male_age65-
fDadGw6Ly-E;0,20;3,00;1,10;9,90;1,70;15,90;2,30;15,90;3,90;19,10;5,90;20,90
0vANtE9TqN0;0,60;3,50;1,60;10,40;2,80;15,50;4,10;14,10;7,30;16,90;8,10;15,00
LH0wntmiFD4;nan;1,90;nan;6,50;nan;11,70;2,20;12,40;4,70;20,20;13,60;26,70
kNb8HjJgKqI;nan;2,10;0,40;7,80;0,80;13,70;0,90;15,10;1,70;24,60;3,60;29,40
kEA2N--cq6o;nan;0,80;0,20;2,80;0,90;7,30;1,40;11,70;4,70;25,20;12,50;32,30
tJDFhpjRmPc;2,60;5,40;2,20;9,20;2,20;12,40;2,10;11,80;3,20;13,70;12,20;23,00
vxJmi1VkjUs;nan;3,90;nan;13,40;0,40;16,30;1,00;13,70;3,10;20,80;4,70;22,60
GXPfqhXJFT8;nan;1,20;0,50;4,90;2,00;7,30;2,90;8,80;8,10;16,40;19,60;28,30
4Oouj8Rgbys;0,30;2,00;1,10;7,50;2,30;11,50;2,90;12,60;5,90;19,60;9,90;24,40
VpZErfVbWNQ;0,50;4,10;3,00;9,50;4,60;10,10;3,60;9,10;9,70;13,60;16,70;15,50
qEbxffGUbKU;nan;nan;1,00;9,00;nan;5,30;1,30;7,10;5,30;16,50;21,30;33,20
ZAPuey4SiVs;nan;1,40;0,40;6,50;1,10;10,90;1,80;16,60;5,30;23,60;9,30;23,00
f6sDZmfG-Gw;0,50;6,60;1,40;14,50;2,20;16,50;2,90;14,30;5,20;15,30;7,00;13,20
ztz02M7klRs;0,20;1,40;0,50;5,70;1,10;10,10;2,00;11,80;5,00;20,50;11,00;30,50
lCONVh_Y6Mg;2,70;3,30;4,30;5,70;4,20;6,20;6,00;4,20;20,00;7,80;27,20;7,30
C3KyECk2XtM;nan;nan;nan;2,10;0,40;7,30;1,20;12,80;4,40;27,00;9,00;35,80
yxXk-5F8aEY;nan;1,50;nan;4,60;0,60;8,40;1,00;11,00;4,90;23,10;9,30;35,60
EXrCdLt4s-U;0,10;3,80;0,30;10,50;0,50;13,50;0,80;13,30;2,20;21,20;5,00;28,80
l6XJiEz6ND0;0,10;1,10;0,70;4,30;2,00;8,30;3,20;10,40;7,80;20,90;14,20;26,90
N2jZZy7FBkQ;nan;2,60;nan;7,10;nan;17,90;2,40;15,30;2,90;19,90;7,60;24,30
_V1Q7ZOZ2gA;1,00;6,00;1,50;11,00;1,70;9,50;2,10;9,20;5,60;15,60;13,10;23,80
aDcWtfih8uI;1,70;4,00;4,90;9,20;5,20;9,00;5,40;7,90;11,20;10,50;16,90;14,00
xAzoZurAdS8;0,20;2,00;0,30;6,90;0,90;17,30;1,00;17,80;2,30;23,90;2,90;24,60
hlziPTruUbs;0,90;5,20;nan;9,20;3,70;16,00;2,60;12,60;4,40;17,70;6,50;21,20
PJG_m5h0iGA;nan;3,10;0,20;7,60;0,20;11,30;0,50;13,70;1,30;25,80;2,60;33,70
QSdX9Gp4kFk;0,30;2,90;1,10;12,60;1,30;18,30;1,80;14,70;4,90;18,40;8,40;15,40
X_EBEeJKNHI;nan;6,60;2,60;27,50;2,00;24,60;0,80;11,30;2,80;10,00;3,50;8,50
4VCV-fcTJeo;nan;1,00;0,50;5,40;0,70;5,50;2,00;6,80;6,20;18,30;20,70;32,90
toFFlxGIS94;nan;3,40;nan;7,70;0,60;14,10;1,10;15,70;3,30;23,70;6,50;23,90
1gwgJ-3sAjo;0,20;1,40;0,50;6,00;1,20;10,40;2,00;12,90;5,80;21,10;11,70;26,90
tgbeJ3InfFI;nan;nan;nan;5,50;2,70;10,00;2,90;10,30;8,40;15,40;17,30;27,60
IS1GOg3DRhs;nan;2,90;1,20;10,70;2,00;13,60;2,20;10,80;5,00;18,30;12,10;21,10
QXx1LyW14dQ;nan;nan;nan;nan;2,10;7,40;2,30;7,00;5,50;15,40;23,00;37,30
Vh4gKuZ0dzM;0,10;1,40;0,30;4,40;0,40;7,10;1,60;10,10;5,90;21,60;15,90;31,20
AtfU8yd2wEM;nan;0,30;nan;0,80;0,10;5,00;0,70;12,30;4,70;29,20;11,70;35,10
cs-HzdZFNXo;1,10;5,50;1,40;15,30;1,30;15,30;1,90;12,60;3,30;14,80;8,90;18,70
vHGwzbVTDX4;nan;0,60;nan;2,00;0,70;5,90;1,50;8,90;7,50;22,50;17,00;33,50
IkTDvgHis0U;1,40;5,50;3,30;12,70;4,00;23,40;1,80;15,30;2,70;12,50;6,40;11,00
Fr0dB65h0uM;nan;nan;nan;7,00;3,70;19,90;3,10;13,90;7,90;16,30;8,60;19,70
YAioJYksKxw;0,20;0,90;0,50;2,80;1,10;4,80;2,80;7,60;9,50;18,70;22,20;29,00
yGXNRbZY75s;0,30;2,10;0,20;4,50;0,60;7,60;1,90;8,50;5,70;18,30;17,10;33,10
rMnY49P3aY8;0,40;1,50;1,00;5,20;2,20;7,90;3,60;6,80;11,10;13,80;22,10;24,30
mN47fqkT2PM;0,20;1,00;0,80;5,30;2,20;11,00;3,80;14,10;9,10;21,40;13,40;17,90
yv-pf7A48UQ;0,50;5,50;0,50;18,00;1,00;11,80;0,80;10,00;3,50;17,70;8,60;22,10
cwED7SCx2GI;0,60;8,50;1,60;16,90;1,40;16,70;1,30;13,90;3,10;15,40;5,10;15,40
xXRGcYCa5yY;0,10;0,90;0,60;5,00;1,30;9,10;1,90;10,70;6,50;22,40;11,50;30,10
jBzGVMbta18;0,70;2,60;1,00;7,20;2,20;7,80;1,60;10,10;5,90;19,60;13,20;28,00
hgk7-Fao0uw;nan;2,80;nan;4,80;1,00;17,00;1,10;16,20;3,40;25,20;2,60;26,00
DcJMJf7FL7o;1,10;10,90;2,20;18,90;2,50;15,30;2,60;11,90;4,10;14,00;4,20;12,00
JUD07zsVkpc;0,00;2,20;1,20;3,80;0,00;6,60;4,10;6,20;23,10;8,20;35,50;9,00
YZeZwSpRQmM;0,20;1,80;0,50;5,60;0,90;10,20;1,50;13,40;3,30;23,60;7,00;31,90
yOqaVEoyW3k;1,40;15,30;2,60;25,70;2,50;19,80;1,90;11,40;2,10;9,00;1,90;6,10
4Lxe0S_QZj8;1,20;5,10;4,00;17,80;3,30;16,90;4,10;11,80;6,00;11,80;5,20;12,60
RYohTnnTqVY;1,00;11,90;2,40;25,60;3,10;29,40;1,70;12,80;1,60;5,30;1,50;3,30
MRfqS716iLw;nan;nan;nan;nan;nan;6,00;nan;6,50;5,50;13,50;32,40;36,10
8drIw9-05fA;0,20;1,00;0,30;3,90;1,40;7,60;1,80;9,50;7,10;17,70;18,40;31,10
RktiItSgKw0;3,20;8,90;5,20;17,20;5,10;20,60;2,90;12,70;3,10;13,00;1,90;6,10
BXKJH91tcp4;nan;1,50;nan;4,20;0,50;5,20;0,40;10,40;2,50;25,90;5,00;44,00
mvxnS0dOs_Q;1,00;9,20;2,20;17,50;4,60;19,20;3,10;13,90;3,30;11,20;4,50;10,30
UkzmXDh4vJw;0,20;3,50;0,80;10,50;1,50;12,80;2,20;11,70;5,80;17,70;12,70;20,40
8xrc5s-zObQ;nan;1,40;0,20;5,80;0,20;11,20;0,60;13,00;2,00;23,80;5,10;36,70
7e3vzE4ygJY;nan;nan;nan;3,10;0,50;5,00;1,60;7,70;7,30;19,70;23,00;32,00
99NC4Qfs-hw;nan;1,70;0,40;7,10;0,40;11,30;0,30;9,90;3,20;21,40;9,90;34,30
KQF7IslvdM4;1,10;11,30;2,10;23,10;2,40;21,40;2,00;14,00;2,20;12,30;1,40;5,70
Gcf5O7RAWq8;nan;nan;nan;4,60;0,40;11,10;2,10;10,90;4,10;20,10;11,80;34,90
0mD-KOkIY9I;nan;nan;0,20;1,50;1,00;4,80;2,80;7,20;9,20;20,10;20,40;32,80
I79vYpCvd8o;1,00;6,40;2,30;16,10;2,60;16,10;3,40;11,70;5,70;13,30;7,90;13,50
vShWkUUkaUw;4,40;8,40;6,50;13,30;7,20;14,20;5,90;11,00;6,10;11,30;3,90;7,60
pOulnWhHqsE;0,10;2,70;0,20;7,20;0,60;12,00;0,90;15,10;2,20;25,10;4,80;28,70
rkOk19iu7g4;0,80;7,60;3,20;20,00;4,80;19,60;4,60;13,60;7,00;10,00;3,50;5,40
8ItsZFoEOTE;0,40;4,80;1,30;9,80;2,50;10,90;3,60;10,30;7,50;14,50;12,90;21,50
toAUlD7jFSg;0,60;6,20;1,40;15,50;1,60;14,10;1,80;13,20;3,80;17,10;6,90;17,60
kH4GzmjEIwM;nan;nan;nan;10,10;nan;18,50;7,00;19,90;3,50;19,60;6,60;14,70
DbKNBAG0Wdw;nan;2,60;nan;5,30;nan;7,00;1,60;7,30;6,00;22,70;14,00;33,60
YsoHG23Uamw;0,20;2,10;0,90;6,30;2,40;9,90;3,40;10,90;6,90;18,30;14,60;23,90
ItcTQ23LZh8;nan;8,40;1,40;14,50;1,30;14,70;1,70;13,10;2,90;19,10;5,10;17,70
S6ybmHt06yc;0,60;6,10;2,40;16,40;3,40;17,40;3,60;12,20;5,90;13,30;7,20;11,50
yC-17mPC_FQ;0,70;6,30;1,70;14,40;2,20;14,00;3,10;11,70;5,70;16,20;7,70;16,10
yAIRdAlBwJ8;9,40;4,10;12,90;7,60;6,80;7,00;6,20;7,30;9,80;9,60;6,10;10,00
59jS7uTJNxI;nan;7,00;0,10;15,40;0,50;16,90;0,60;16,00;1,60;20,00;3,20;18,60
EgnSjG5tl70;0,30;2,50;0,70;8,20;0,70;11,50;2,00;11,50;6,30;20,20;11,50;24,60
7N5amMnVnqo;nan;0,70;nan;3,40;0,90;7,90;2,90;13,00;6,60;26,00;11,20;27,40
GiGNnEF-HXY;0,20;0,90;0,60;2,40;1,90;7,90;3,40;10,40;9,60;19,10;17,90;25,80
SoBLxPKwk80;0,10;1,10;0,30;4,90;0,70;9,90;1,00;12,90;3,10;24,20;8,00;33,80
JHkTUNXobFc;nan;nan;nan;17,40;2,00;26,70;1,90;14,00;3,90;16,40;6,50;11,30
29mfBRLU1l8;0,70;3,20;2,40;8,30;3,10;8,70;3,60;6,20;8,60;14,20;18,50;22,60
65fj2MY4QX8;0,10;0,70;0,30;3,50;0,80;6,90;1,90;10,50;5,70;20,80;14,90;34,00
pueFm2tRl_g;0,10;1,30;0,40;3,80;0,80;6,20;2,10;9,60;6,70;19,60;18,00;31,40
8Ll5MNm_Dc8;nan;1,10;0,20;4,60;0,60;9,20;1,60;11,70;6,00;22,50;12,20;30,20
j_jGeBVqHBw;0,20;3,40;0,70;11,40;1,10;12,30;1,60;11,00;4,00;17,70;10,60;26,00
82VV1vUev5Q;nan;1,10;nan;3,40;0,90;4,60;2,00;7,10;6,70;16,30;19,10;38,80
q3ShC5xAQ-I;2,80;13,50;4,70;24,00;3,80;16,60;3,20;9,30;3,60;8,40;3,40;6,40
7P0SpMT2zd0;0,00;1,50;0,40;6,30;0,90;9,70;1,90;12,60;6,40;22,50;13,70;24,00
mOLxcPoTen8;3,70;3,80;13,80;22,00;7,00;14,10;1,90;8,10;4,30;11,20;3,40;6,50
eC2WjgvAURc;nan;nan;nan;1,10;0,20;3,20;0,80;7,90;2,90;25,80;10,60;47,40
03l3IR_W6s8;0,00;2,80;0,20;7,10;0,40;11,10;0,60;14,30;2,00;25,00;4,80;31,20
SyYHmUUnfw0;0,80;6,40;2,40;17,10;2,80;14,40;3,40;12,10;6,40;14,70;7,00;12,20
zx8uNjWL2eM;nan;1,20;nan;4,30;nan;5,80;1,00;7,50;6,50;19,00;19,80;34,90
bRvR1-NSjzs;0,60;1,20;2,40;4,40;4,90;8,80;6,10;11,10;10,60;18,70;12,30;18,80
86gER7lztJw;nan;0,20;nan;2,60;0,70;6,50;1,50;13,00;5,90;25,30;12,90;31,40
qu7ZnyiIr90;nan;1,20;0,40;4,70;1,00;9,10;1,50;12,60;4,40;21,90;10,60;32,70
n0IWDc9kkME;0,30;0,60;2,40;4,90;6,30;13,90;7,60;16,00;10,60;19,70;6,50;11,20
1UqLVZisbp8;0,50;4,60;1,50;12,60;2,50;18,20;3,30;14,00;6,00;15,80;6,90;13,90
rrAH4YfF0Zw;0,90;7,60;2,70;16,10;1,80;19,70;2,40;13,30;3,70;14,50;4,90;12,40
oiTzHSQmDGc;nan;nan;8,60;32,80;nan;18,10;nan;19,00;nan;;9,50;12,10
uNVB1MrMQlA;0,90;3,20;1,60;5,90;1,80;7,30;2,70;8,20;6,60;15,80;16,30;29,60
tcBPUfsAtX0;nan;nan;0,70;3,30;1,50;4,20;3,40;5,60;9,90;15,50;22,80;33,10
4EbkMjv81-0;nan;1,80;0,90;4,60;1,00;9,20;1,40;10,00;6,20;21,80;14,70;28,60
QpAt86dJvNY;nan;nan;nan;11,40;nan;12,50;nan;;3,90;12,90;26,70;32,50
7JTyHarmSlg;nan;0,80;0,20;3,10;0,70;6,90;1,10;9,90;4,70;22,70;12,20;37,60
584D0AkwN1c;nan;0,60;nan;1,80;nan;4,30;1,00;6,80;6,70;20,10;22,00;36,70
ZCZrBw_yXvA;0,10;1,70;0,90;8,50;1,60;17,30;2,20;17,80;3,90;22,80;5,50;17,80
PYgz5QBv8C0;nan;4,90;nan;8,90;nan;18,70;nan;12,00;5,10;18,60;9,70;22,20
HOuI3seRjqo;0,00;1,80;0,30;8,20;1,10;15,10;2,20;15,20;5,80;21,70;8,60;19,90
rD4sMc0riUs;nan;0,60;0,20;2,60;0,80;6,30;1,30;10,10;4,40;23,80;13,70;36,20
7IEa6AW3CuA;nan;1,90;0,70;5,30;1,10;8,60;2,00;10,50;4,80;22,80;12,00;30,40
t_fjJXCPLho;0,20;3,60;0,40;7,70;1,10;10,00;1,80;10,80;5,60;21,40;11,10;26,30
bBqI2vG_lAI;nan;0,90;0,20;4,00;0,50;8,30;1,30;12,90;5,00;25,00;10,20;31,80
xTfinibVETE;nan;3,20;0,40;8,30;0,70;12,70;1,00;14,00;3,00;21,00;6,40;29,40
HudT54zOlE8;0,10;1,40;0,40;6,00;1,00;12,00;1,50;14,40;3,40;23,10;7,30;29,20
lfBHdv8yHec;0,10;1,00;0,30;4,00;0,70;8,40;1,30;11,90;3,90;25,00;8,50;35,00
UNfvEdns19Q;nan;2,00;0,60;9,00;0,70;10,20;1,60;9,10;4,50;19,70;13,00;29,50
h_fxNlGDtto;nan;5,70;nan;14,30;1,60;15,00;2,40;8,20;5,10;15,50;11,00;21,30
wc4sKL6qNkA;0,30;3,80;1,10;10,90;2,20;12,00;2,30;11,10;5,20;22,60;6,30;22,20
_JgW_0g4sqo;0,00;0,60;nan;5,50;0,70;7,70;0,80;11,70;4,30;26,10;11,00;31,60
VHHEutajcDY;0,90;4,50;1,80;9,00;0,70;10,80;1,20;8,60;4,70;19,00;12,30;26,50
qmCAZUiwwdA;1,80;6,70;3,40;15,60;4,90;18,00;4,60;12,40;7,00;12,90;5,10;7,60
RNf2W5sq_SM;0,70;18,00;1,10;27,90;0,90;16,90;1,00;8,50;2,10;9,10;3,60;10,00
ofQ2RLn12S0;nan;0,20;0,20;1,70;0,50;4,30;1,50;7,60;4,90;20,70;15,90;42,50
ADHvSML1408;0,10;1,10;0,30;4,50;0,80;9,20;1,50;12,70;4,40;24,50;8,80;32,20
_ldShZ4ZbMk;5,20;7,90;5,50;16,80;6,90;19,40;4,20;11,30;3,20;7,90;2,30;4,00
tNteTeKKN0s;nan;3,30;0,90;11,40;0,80;11,60;1,20;12,80;2,80;19,30;7,20;28,80
WJv1ShT1xMQ;0,10;1,20;0,50;5,30;1,10;9,20;2,20;11,70;6,20;22,80;11,70;28,00
qE2XRea9fjo;nan;0,70;0,40;2,30;0,70;5,40;1,60;8,00;7,40;19,10;20,50;34,00
VqTIZGti-fI;0,60;7,70;1,00;13,80;2,00;14,50;1,60;11,40;3,70;17,70;7,50;18,70
ix4MiVDQPvE;nan;nan;nan;6,40;1,40;16,10;1,60;14,80;5,00;20,70;9,70;24,30
KVWwxdWsLWw;0,50;3,50;0,90;11,70;1,10;15,30;2,00;13,70;3,50;18,60;6,90;22,20
VmfPVqwBBbU;nan;0,90;0,30;3,00;0,60;6,50;1,90;8,30;7,00;17,70;19,10;34,60
1ENSUx8bXN4;nan;3,60;1,30;9,90;1,90;14,00;2,50;12,50;4,60;17,40;8,60;23,80
q8u8RmtGjLM;nan;0,50;nan;3,30;0,30;8,50;1,20;12,30;4,40;27,00;9,70;32,70
FKj1MbwCWIM;nan;0,90;0,40;2,50;nan;4,20;0,40;7,60;4,30;23,10;16,40;40,20
d4_c-PZA1sE;nan;1,50;0,30;5,50;0,80;5,90;1,30;7,90;5,50;19,50;18,70;33,10
fSjiHz8-DBc;nan;nan;nan;4,60;nan;9,70;nan;12,40;3,00;25,60;9,70;35,10
syPAGFFZIEU;nan;nan;nan;6,70;nan;8,00;nan;6,30;4,30;13,70;20,60;40,40
VQYxoPdOmgY;nan;2,50;nan;7,00;0,40;13,20;0,60;15,50;2,40;24,90;4,90;28,60
L3vW9pIPS94;1,20;4,40;1,30;12,70;1,80;8,10;1,90;11,60;7,10;14,10;15,00;20,70
bvXCmTLQpig;0,10;1,80;0,60;4,00;1,10;5,30;1,70;7,90;6,20;18,70;18,20;34,60
BlOtsr7RjIU;0,10;2,10;0,50;7,30;1,00;14,00;1,60;15,70;3,50;23,20;6,10;24,90
ApnK8eYoHhI;nan;0,50;0,30;2,40;0,30;6,40;1,30;10,50;4,00;23,80;11,80;38,70
LAu9OGuSmn4;nan;5,00;0,90;11,60;nan;13,20;1,40;14,10;4,90;19,50;8,90;20,40
LzxQSVKjzgk;nan;nan;nan;9,50;nan;9,50;nan;11,10;3,90;18,10;17,10;30,70
g8DZ07TZB7s;0,20;0,60;1,40;3,80;2,80;6,90;4,50;8,30;11,20;16,80;20,10;23,30
8e058FSFbA8;nan;nan;nan;7,30;nan;13,50;0,50;14,50;3,50;25,50;8,80;26,40
5awM-2ruPYc;0,60;0,60;3,70;2,20;9,00;5,20;11,50;7,10;17,60;11,60;18,10;12,80
bNs5v7gJAOg;nan;0,20;nan;7,90;0,40;15,50;0,70;17,00;3,20;23,00;6,10;26,00
_z9UJ3PV54M;0,30;1,60;1,00;5,60;2,00;9,90;3,20;11,40;7,70;19,70;13,10;24,40
H1rBrVwzE2A;nan;0,30;0,50;2,40;0,70;6,60;1,80;9,20;7,20;21,60;14,70;35,10
9rk7W-b0rxs;nan;1,10;nan;4,20;0,40;5,70;1,30;7,50;5,80;17,30;20,80;35,80
uAZVQwl4Lf8;nan;0,80;0,30;2,70;1,50;6,50;3,00;9,60;7,60;20,40;16,90;30,70
8R5u5HQDA8U;nan;0,30;0,20;2,10;0,30;4,30;1,50;8,00;6,60;22,90;19,00;34,90
MkW7UdX1H1k;0,10;1,50;0,60;4,60;1,00;7,80;1,80;9,10;5,70;18,60;16,40;32,80
SMPGNvkBGuM;nan;nan;nan;10,30;2,30;13,50;3,00;10,90;5,50;14,60;14,30;25,40
sr7tKDdq3YE;nan;0,70;nan;2,20;0,30;4,30;0,90;8,10;4,60;19,90;15,00;44,00
eE2fpjL3b0Q;0,60;2,90;1,30;7,20;3,00;13,10;2,70;14,20;5,80;19,80;8,90;20,40
UDCU6ocnv0o;0,00;1,10;0,20;6,20;0,40;13,60;0,70;17,50;1,60;27,20;3,30;28,20
2fSYmilPhDI;1,60;2,80;2,70;7,60;4,00;11,80;4,90;14,20;8,30;19,30;8,00;13,70
1-x0n8jFLTk;0,10;1,60;0,30;4,50;1,30;7,20;2,90;8,80;9,00;18,40;19,30;26,70
SkxT0IP6jz0;nan;0,50;nan;2,60;0,60;6,50;1,50;11,10;6,70;24,60;14,30;31,70
eGluumglcr0;0,10;0,90;0,70;4,70;1,00;5,80;2,30;6,30;12,30;18,60;20,90;26,50
O16epjQpbDE;nan;nan;0,90;5,30;nan;11,80;nan;11,00;5,70;22,00;15,50;27,80
O9VT96m1pm8;0,10;0,90;1,20;4,30;2,80;9,60;4,00;12,10;8,10;19,60;13,80;23,40
FB9KcemxAiw;0,10;0,60;0,30;2,70;1,10;5,60;2,30;8,30;7,10;20,40;16,00;35,60
TBhcBGyFbtw;nan;1,20;0,40;3,70;1,10;6,00;2,00;8,00;7,40;19,10;17,00;34,10
GIkwstQYXAU;nan;2,00;0,20;4,40;0,30;7,70;1,10;10,70;4,20;22,70;11,40;35,30
ObrkvoRDvAE;nan;1,70;0,90;5,30;1,90;8,40;3,10;9,10;8,00;18,90;14,90;27,90
snGLVPNE87s;0,40;1,50;0,60;2,40;0,50;4,50;1,00;8,90;6,30;22,80;14,90;36,20
n7JjG51ntRI;nan;0,60;nan;2,30;0,60;4,20;1,40;6,90;7,40;17,10;22,50;37,00
6d0x7CE9S3E;nan;nan;nan;2,50;nan;3,60;nan;5,80;2,50;17,90;21,80;46,00
zdSblctF2h0;nan;0,50;0,20;4,10;0,40;10,40;1,30;15,20;3,80;23,20;7,70;33,10
qaZ0J8Q7TXc;nan;1,80;nan;7,50;0,60;11,80;nan;11,80;4,70;20,40;11,90;29,70
XnI0HmAZIYU;nan;nan;nan;5,60;nan;7,00;nan;4,80;2,70;19,50;19,50;40,80
RIYVtuT1M-4;0,70;4,70;2,50;15,40;1,40;22,00;nan;15,10;1,90;15,00;3,70;17,50
tkb4XiwCq7E;nan;0,50;0,30;1,90;0,80;5,30;1,80;9,70;6,20;23,30;16,10;33,90
MPfVoZ3XoyM;nan;1,20;0,30;5,20;1,30;9,00;2,20;11,20;6,40;21,20;13,70;28,30
x7n0AKJazT8;nan;1,50;nan;3,50;0,50;7,60;1,10;10,50;3,50;23,10;11,30;37,40
cjZH1cC_bBU;0,40;3,40;1,40;11,60;2,60;16,20;3,40;12,80;6,40;15,80;9,10;16,80
drRlhbyjVj0;0,20;1,90;0,60;4,80;0,90;6,80;2,10;9,00;5,90;19,70;16,00;32,10
O27JwTcssLU;2,50;9,00;4,70;15,20;6,70;10,70;7,40;7,00;11,40;6,80;12,30;6,30
R9jKPTpxOp8;0,00;4,60;0,20;10,40;0,50;14,30;0,80;15,70;1,70;23,90;4,10;23,70
RRUAEjto5Uw;0,00;0,50;0,20;2,40;0,50;6,30;1,40;10,60;4,60;25,00;9,80;38,60
VTyfSWZbEc8;0,20;0,90;0,30;3,00;0,60;5,70;1,50;9,80;5,40;37,50;10,30;24,80
sHbbSlJ6Ap8;nan;0,60;0,30;2,50;0,40;6,10;1,80;8,10;6,60;19,70;19,00;34,80
MpQMEaZ0AM4;0,20;2,40;1,00;9,70;0,80;12,90;1,20;14,20;3,80;24,00;5,30;24,70
10pCRMarmQo;nan;0,80;0,30;3,40;0,80;5,50;1,80;7,40;6,80;18,90;20,40;34,00
mWWfXinVSb0;nan;3,30;nan;7,40;nan;9,30;0,90;8,40;4,10;19,50;16,10;31,00
BWYe3SxO5z0;0,10;0,60;0,30;2,50;1,00;6,40;2,40;11,10;8,30;25,30;14,60;27,40
O0jLHKB-SE0;nan;3,30;1,80;12,30;2,80;18,80;2,50;12,50;4,40;16,00;7,90;17,70
2B2R3cSnhK8;nan;0,60;0,40;2,80;0,90;5,40;2,20;7,70;7,70;20,60;20,60;31,20
2j6DuVxDTZA;nan;1,00;0,30;4,50;1,30;8,70;1,80;10,50;5,20;22,90;11,60;32,00
fLM5H-_R3nA;nan;2,50;0,60;7,90;0,70;9,40;1,80;9,40;5,20;18,50;16,00;28,10
pNpqCmzfOlg;0,30;1,60;0,60;4,60;0,80;8,40;2,40;9,90;7,60;20,70;17,40;25,60
mEhmKiuB0t4;nan;nan;nan;9,80;nan;8,40;nan;9,70;4,50;18,00;15,40;34,30
o5BNPu_ukfw;nan;0,60;0,10;3,50;0,60;7,50;1,40;9,30;5,00;22,00;14,10;35,80
7PCdY4x3ZV8;nan;4,70;nan;8,50;0,90;10,30;1,90;11,70;6,30;17,80;14,80;23,20
KqXOKcMX8sQ;nan;nan;nan;nan;nan;4,30;nan;9,90;9,30;25,70;12,80;37,80
2s7WsAD3nxc;nan;1,10;nan;4,50;nan;8,70;1,50;8,80;7,20;19,20;18,60;30,40
U1y4EmV2fVk;nan;1,50;nan;3,30;0,60;5,10;0,70;10,80;7,70;22,30;17,90;30,20
Z0ZDQnOFhK0;0,40;3,10;0,60;11,30;1,50;13,40;2,40;10,90;7,20;14,50;14,10;20,70
rWM9biLp7i8;nan;2,30;nan;6,40;nan;6,60;1,20;6,80;3,30;14,70;22,00;36,90
6KRzmc8WeLg;0,30;2,30;0,70;4,90;1,30;7,10;2,60;9,70;6,90;21,60;13,10;29,10
HNNh56ewzqg;nan;1,90;nan;7,10;0,50;7,50;1,20;9,00;5,70;19,10;16,30;31,60
WuLtYZMGC6w;1,30;6,70;3,30;16,10;4,60;15,80;5,00;11,20;6,90;11,90;7,50;9,20
gAW5ARGaWO8;nan;4,00;1,40;11,50;2,70;15,50;2,10;11,00;8,40;15,20;11,20;16,90
8MA11-r-1Pk;0,40;1,40;1,30;5,50;2,80;10,00;3,60;11,30;8,00;20,00;11,30;24,40
E7cgxsDtefc;0,20;1,70;0,70;6,30;1,00;7,00;1,70;7,20;6,50;18,20;18,40;31,10
5bFu40k4Yhs;nan;0,90;0,40;2,90;0,80;5,60;1,70;9,20;6,60;21,80;16,60;33,50
CT9A3g8Q6gk;1,30;6,20;3,40;14,40;3,80;14,30;4,50;11,60;7,00;12,90;8,60;11,90
3xD5MCKt3Vg;3,00;4,50;7,10;11,60;7,10;9,80;6,90;7,80;8,90;10,30;11,60;11,30
1FuSYiKGNTs;1,10;3,30;1,10;7,50;0,70;9,70;1,40;10,20;5,70;16,90;13,90;28,60
U8PeMg-LqyY;0,30;2,80;2,60;7,80;5,20;10,30;4,90;8,00;10,80;13,90;16,60;16,80
u8wXSnW9w74;nan;0,60;nan;4,40;0,30;8,80;0,90;12,50;3,90;24,00;9,10;35,40
99nO3YnE-cI;nan;1,80;1,00;6,00;1,70;10,10;2,40;11,00;7,40;18,50;12,20;27,90
Qc2_8UmuLnA;0,50;5,00;1,90;7,80;2,00;8,90;2,70;7,10;7,10;18,10;12,80;26,10
nLLtB0oPLOE;nan;nan;nan;9,40;3,20;14,50;nan;12,10;7,20;12,90;16,10;24,70
fAa3he1IaWg;nan;0,10;0,10;1,80;0,40;7,10;1,10;11,90;4,20;25,40;10,20;37,70
eprNxyRx1v8;0,30;2,10;0,30;8,60;0,50;9,50;1,70;9,30;5,20;20,10;12,20;30,20
q1gz0pIPBRU;nan;2,00;0,60;7,30;0,90;11,70;1,60;12,00;5,60;20,80;10,90;26,60
bYdoTJ_CEyY;nan;1,10;nan;3,50;0,40;4,70;0,80;6,00;6,40;20,70;20,90;35,40
OKErvPrGtDQ;nan;1,10;0,40;3,70;0,40;4,60;0,80;8,50;5,50;23,40;18,50;33,10
9hO9dDdx0DU;nan;nan;nan;5,10;nan;9,90;0,90;10,20;4,80;19,80;17,20;32,10
RK2xr8Qk--Y;0,50;7,00;3,80;14,40;3,30;13,00;2,20;8,40;6,20;13,80;10,90;16,50
5dZQZI_MLQY;0,80;5,20;4,50;17,50;6,60;24,50;3,10;9,50;4,20;12,90;3,20;8,10
9FJvY5htqZg;nan;1,60;0,60;5,70;1,10;9,90;1,90;10,00;5,70;20,40;13,30;29,80
2uyxz3hOwAs;0,70;4,90;0,60;9,90;0,70;13,60;1,00;14,20;3,40;23,00;4,70;23,40
LV5KxCSKL1I;0,60;6,20;1,10;12,30;1,60;13,00;1,80;12,50;4,90;18,10;7,70;20,40
DAI34WDs8dc;nan;1,00;0,30;2,80;0,90;5,70;2,20;8,20;7,00;21,40;18,60;31,90
