video_id;audience_female_age18-24;audience_male_age18-24;audience_female_age25-34;audience_male_age25-34;audience_female_age35-44;audience_male_age35-44;audience_female_age45-54;audience_male_age45-54;audience_female_age55-64;audience_male_age55-64;audience_female_age65-;audience_male_age65-
mIQ-pux8k1I;0,10;1,20;0,50;4,10;0,90;8,30;1,60;11,40;4,30;20,40;11,00;35,90
UOs9Fwc9HEE;nan;5,10;1,20;16,50;2,00;15,60;2,40;12,30;4,30;14,70;9,10;16,80
LvXYOOyf_Nw;nan;nan;nan;4,10;nan;3,70;3,10;10,60;9,50;29,00;11,70;28,30
nUoGYbdZ7Zs;0,40;3,10;1,10;9,20;2,10;13,70;3,10;12,80;6,90;16,80;13,00;17,70
pobdxpcijac;nan;3,80;1,10;9,30;1,90;13,00;3,10;14,00;6,10;17,70;9,10;20,90
JEcs4ljhkT4;0,20;2,20;0,50;6,20;1,70;8,10;2,80;8,30;7,90;16,80;17,30;28,00
Gmdj4Ckv7CQ;nan;4,20;1,20;13,40;1,70;17,50;2,20;14,60;3,60;16,90;7,00;17,80
ExNaxaPpHaQ;nan;1,70;1,40;7,00;2,30;12,30;2,90;11,50;7,30;17,40;12,00;24,20
4-WBZdZ6Lys;3,50;12,20;4,20;12,50;3,20;19,60;nan;15,10;3,50;10,90;5,50;9,60
Pn1fi28iecU;nan;nan;nan;11,00;nan;10,70;nan;16,50;3,70;21,00;12,20;25,00
UNZ3LEg4yHY;11,80;16,00;7,60;10,10;13,20;14,90;6,50;10,10;0,60;3,00;0,90;5,20
qhklwteBco4;0,50;3,40;1,50;9,30;2,20;11,60;2,60;11,20;6,10;17,00;11,70;22,90
3pjQ0YaIRAM;0,30;1,80;0,80;6,50;1,80;11,00;2,90;13,00;6,80;18,70;12,60;23,70
7KNJ7nqLPdg;0,40;1,00;1,50;3,50;4,20;6,00;6,70;7,30;14,30;14,10;20,20;20,70
m4vXMvXnRqs;nan;nan;nan;6,80;2,20;15,50;2,10;15,50;5,40;20,20;7,90;24,50
AxH79z9tTAE;nan;11,00;1,90;18,50;1,50;16,00;nan;13,40;2,60;11,20;9,40;14,40
fVF95sJFONY;0,40;0,60;1,50;2,10;4,60;5,90;6,70;8,70;13,50;17,50;16,30;21,90
4yARrfZ9oe8;0,40;2,70;0,40;8,20;0,80;10,00;1,90;9,90;6,80;16,80;14,10;27,90
QdS9xWQ_IDQ;nan;1,90;0,80;6,60;2,10;11,00;3,20;10,60;9,60;16,80;17,40;19,90
Har6_YjZiao;0,10;0,60;0,40;1,60;0,90;4,10;2,20;6,70;6,80;17,20;22,40;37,00
rZ_aVHkdd3s;0,10;0,50;0,30;2,80;0,70;8,30;1,00;13,50;2,50;24,30;6,30;39,50
TsOpzClm0q0;0,10;0,90;0,20;5,60;0,60;14,00;0,80;18,50;1,50;26,60;2,50;28,60
zXBi_jk3Fxk;nan;nan;nan;11,90;nan;12,80;nan;9,80;4,30;21,70;12,80;26,80
OepO2hxE-Co;nan;nan;0,00;5,60;nan;8,10;nan;14,10;nan;21,50;14,60;36,00
oAVEPsqiCPo;0,10;2,40;0,60;10,70;1,20;17,50;1,70;17,10;3,10;22,40;4,80;18,40
q-K4Jeff8gs;0,10;0,60;0,70;2,60;2,20;7,60;3,30;10,70;7,40;21,10;12,70;30,80
kQUQcfyVQdw;0,60;2,90;1,50;7,60;3,60;10,50;4,30;10,30;8,30;15,30;14,60;20,40
oNe2Z5__ZCg;0,30;1,50;1,30;6,10;2,90;8,40;4,20;9,10;8,10;17,30;13,60;27,10
SM2Ak1Ob1Kc;0,10;0,40;0,40;1,20;0,90;2,70;2,30;5,90;8,80;16,50;23,60;37,20
vmDVakVj8S0;0,70;2,60;1,00;7,20;1,70;12,20;3,10;13,10;6,50;20,40;10,00;21,50
Dquy_JgGjvo;nan;3,90;nan;11,50;1,00;10,50;2,30;10,10;4,60;17,70;14,00;24,50
Jw4WgM4Npp4;nan;1,80;nan;4,50;0,90;8,00;1,90;10,70;5,80;21,60;11,60;33,00
FpR6RCOUT4U;nan;4,00;0,40;18,00;0,90;21,70;1,10;17,40;2,20;18,40;2,80;13,10
U_PTQSKSGkE;0,30;1,20;0,70;2,60;1,10;4,40;2,40;7,40;7,30;17,80;19,60;34,90
gDRZrXDFTVk;0,20;1,50;0,50;4,80;1,20;9,60;2,30;11,80;6,10;21,90;10,90;28,90
AzKLX5XjClM;0,70;5,80;1,60;9,30;2,80;10,30;3,50;8,80;6,70;14,30;14,30;22,10
Vd6wddwt14A;nan;4,60;1,50;11,70;3,20;16,90;5,60;12,40;6,30;14,60;10,00;13,30
OQSRTZMstT4;nan;1,60;nan;6,50;1,00;9,50;2,20;9,10;7,70;20,40;16,80;25,20
TycTMl9671A;0,60;2,00;0,80;7,00;1,50;9,60;2,70;10,80;7,30;18,00;13,80;25,90
ZJOA1aEY0PM;0,60;3,60;1,50;10,50;2,40;13,40;3,30;12,10;6,20;15,20;11,30;20,00
OclieAznIJQ;0,30;1,60;0,80;6,80;1,80;13,70;2,80;14,30;7,60;19,40;10,70;20,20
70aOepA90nU;0,70;1,90;2,20;11,10;5,90;19,50;6,50;16,30;9,40;14,20;5,10;7,10
R8NdRU4-jA0;nan;nan;nan;10,00;nan;13,80;nan;16,80;2,50;21,50;5,40;30,10
_Kvl3-k3vLM;1,10;6,20;2,80;15,60;3,40;15,30;3,80;10,30;6,60;11,90;10,10;13,10
1amxC_akfWg;nan;4,40;nan;9,30;nan;14,30;2,90;13,20;7,70;22,10;9,20;16,80
Piuul4Yk8Eg;0,40;2,60;0,80;7,90;1,90;11,10;2,70;13,50;5,80;19,30;10,70;23,30
fMQP9_AMXu4;nan;nan;nan;18,10;nan;30,60;nan;12,50;3,30;16,80;4,30;14,50
O5k7EhUyRfQ;nan;nan;nan;5,20;1,80;12,30;2,00;13,20;6,60;25,40;11,40;22,10
_EQM31jNBcU;nan;nan;nan;11,30;2,40;26,20;5,30;21,10;4,90;17,10;2,20;9,50
6NQUycAVIYs;0,40;4,20;0,80;9,60;1,40;14,30;2,50;18,10;4,20;21,10;5,60;17,90
nwcG5UX_Kkg;nan;nan;nan;16,60;nan;17,80;nan;19,50;nan;14,20;8,30;23,70
2Q62DfENtQ4;0,40;6,80;1,30;18,90;1,70;18,60;2,30;13,90;3,80;15,60;4,90;11,70
U28G8R4lv54;nan;5,20;nan;9,60;nan;15,80;2,70;17,10;2,80;19,30;6,40;21,10
y8e7ojesubM;nan;nan;nan;12,80;nan;20,50;nan;13,20;nan;16,90;16,40;20,10
NVKxZGbdvDY;0,30;2,00;0,90;7,90;1,90;12,80;3,00;12,30;8,00;18,30;11,30;21,20
3fY_Emp_WuQ;nan;nan;nan;16,10;nan;16,80;nan;13,60;nan;27,10;3,70;22,70
feohZT0gsHA;nan;4,40;nan;12,90;1,00;17,60;1,60;13,60;4,10;19,20;7,00;18,70
V53ifQENYF8;0,10;0,50;0,30;2,70;0,70;9,00;1,30;14,60;3,60;24,70;8,00;34,40
OECYGGUqozM;0,10;1,00;0,60;3,20;1,40;7,20;2,50;10,40;7,00;21,10;14,30;31,00
n0Y6TAeAN4Y;0,30;4,80;0,70;10,30;1,50;11,10;2,50;10,00;5,30;15,40;13,20;24,80
FCHdv7x2kaQ;nan;1,60;nan;3,80;0,90;8,70;4,50;11,00;9,20;17,70;20,00;22,70
v9wV5QSpyRs;0,40;4,40;0,90;11,00;1,80;10,90;2,50;9,90;6,20;15,70;12,40;23,60
R2b28MuDfVc;0,30;3,20;1,00;9,70;2,20;13,60;3,50;14,10;7,20;19,30;8,90;16,90
ocF3urhbcBg;nan;nan;nan;6,30;nan;8,20;2,50;12,90;5,50;20,90;15,70;28,00
XmYT3h2z3Vg;2,00;6,80;nan;12,80;nan;12,30;nan;8,60;4,80;13,90;10,70;28,20
9wg_WhNcNiA;nan;1,10;0,50;4,90;1,50;10,40;2,90;13,00;5,90;22,00;9,70;28,20
6cGH0bZzznw;0,20;3,00;1,40;9,50;2,20;13,60;2,70;15,60;5,70;19,60;8,30;18,20
Vxyo6bzsv5I;1,00;3,50;2,90;9,30;4,40;10,50;5,80;8,60;11,80;10,80;18,20;12,80
TqWcFc6BeUE;nan;2,90;nan;7,20;nan;8,60;nan;14,80;1,80;24,30;6,30;32,90
YnCei6phTvE;nan;5,20;nan;11,80;3,60;14,90;4,20;10,70;6,00;16,50;9,10;18,00
VFTQ_NnM600;nan;0,60;0,50;3,10;0,90;9,20;1,80;12,70;4,50;22,90;10,30;33,20
XkeSmufex08;0,20;3,50;1,20;10,80;2,10;12,50;2,80;11,70;5,70;18,30;11,00;20,10
IP4_CHqX7JM;nan;nan;nan;11,40;nan;17,40;nan;16,70;5,10;18,40;9,90;21,20
a5FyP6eqTjs;1,30;11,60;2,30;22,50;2,30;15,40;2,60;10,60;4,40;11,20;5,50;10,20
FQBmgDQ6kGc;0,20;1,10;1,60;6,20;3,30;15,00;3,80;16,40;6,40;21,20;7,60;17,20
7oBUmqxluQ8;nan;nan;nan;nan;12,60;31,00;nan;;nan;31,00;11,50;13,80
6ZH8OeQEDXQ;nan;1,40;0,30;3,00;1,00;11,00;1,80;16,00;4,10;25,60;6,80;29,10
c6OHTpsw8SA;3,20;8,80;2,90;14,70;nan;15,20;nan;15,20;nan;17,60;6,60;15,70
f9cw83yP1oE;nan;3,50;0,80;9,70;2,00;15,70;2,10;14,60;4,90;18,30;9,80;18,70
1TEcVzRiKmg;0,10;1,20;0,40;4,00;0,80;9,10;1,20;13,60;2,70;24,30;5,30;37,10
Dkuxj5yYDgA;0,20;0,60;0,80;2,20;2,30;5,70;4,00;9,90;9,30;21,80;13,60;29,60
1FILxFIfPkM;nan;0,40;0,20;2,10;0,70;7,20;1,20;13,40;3,70;25,70;7,30;38,10
AZIXh_aoh48;nan;nan;nan;16,30;nan;17,60;nan;13,90;6,30;11,80;12,10;21,80
McyicJCa1Og;nan;nan;nan;8,80;2,40;19,10;nan;16,70;3,30;23,00;6,30;20,40
wvBaHwCZSeo;nan;10,80;0,30;19,00;0,30;23,90;0,40;21,60;0,40;15,30;1,10;6,80
jFoQ_RGGOdE;0,50;2,70;1,40;7,00;3,30;11,40;4,40;10,30;8,50;16,10;14,40;19,70
mVBMPsZZCls;nan;nan;nan;5,90;1,00;18,90;3,10;24,20;3,00;33,60;nan;10,30
UV-8GbkW9jQ;nan;nan;nan;12,80;nan;20,10;4,30;21,00;3,00;18,20;5,20;15,50
AkcgnI5Fvdc;1,90;17,40;3,40;25,10;3,20;14,20;2,60;8,40;3,80;7,70;4,90;7,40
CyJ3fFgdkhY;0,30;1,90;0,80;5,60;1,60;8,80;2,70;10,90;6,20;18,60;13,70;28,90
quD57mieudw;nan;nan;nan;13,00;nan;11,60;nan;14,40;6,00;20,70;7,70;26,70
-2jJFG-35E4;0,30;2,80;1,10;8,20;1,70;10,70;2,80;11,30;7,10;19,20;12,50;22,40
1FAhxgJlU5M;2,00;5,40;3,40;13,90;3,80;14,60;4,00;9,50;4,80;12,70;7,80;14,40
vXcxrrxo0L8;nan;nan;nan;11,40;nan;17,50;3,00;16,10;4,70;24,30;6,40;16,70
pr1Z3sPFuik;nan;4,40;nan;14,10;1,20;16,00;1,60;12,80;3,30;25,30;5,90;15,40
66E91tuW6lA;nan;nan;nan;13,60;nan;19,10;nan;19,10;nan;32,80;nan;15,30
U3kt40R0MDM;0,40;7,80;1,00;11,90;2,40;11,50;3,10;10,90;5,30;15,90;9,20;20,50
v6YYQpEX6Ys;nan;1,30;0,30;3,90;0,50;9,00;0,70;12,90;1,90;25,60;3,60;40,20
ZKv6pDq8lSc;0,20;2,00;0,60;6,00;1,10;12,20;2,50;13,30;4,80;20,40;10,30;26,70
_xSu8Sbbqf4;1,30;8,20;2,30;18,20;2,00;15,00;2,60;11,40;4,30;14,10;6,00;14,50
pyYMVJUbP04;nan;nan;nan;nan;nan;11,80;nan;17,20;9,80;22,50;9,80;28,90
mVsArIf-o7M;nan;2,00;0,70;10,60;1,50;15,90;2,00;17,00;4,90;24,60;4,70;16,00
urFGyLNc2tg;2,20;9,60;4,20;17,30;3,90;13,40;3,20;9,30;4,70;10,40;8,20;13,60
3cmsWsq2UvE;nan;2,90;nan;10,90;nan;12,20;0,70;15,20;2,30;22,60;5,30;27,90
dVHRPdFpHpk;nan;1,30;0,80;5,60;1,60;7,90;3,60;9,60;8,30;19,80;16,60;24,80
reZ-XcITyXs;nan;nan;nan;5,90;0,70;17,60;1,00;21,50;1,90;29,50;3,80;18,20
J9swf6oPolQ;0,20;1,00;0,60;3,90;1,50;9,20;2,50;12,00;5,90;20,60;12,90;29,60
lkpmlsi4dNY;nan;3,80;nan;8,60;nan;12,90;3,70;13,50;7,30;17,30;14,30;18,60
DhkiE325i-Y;0,10;2,00;0,60;9,30;1,20;14,00;2,10;13,70;5,10;20,60;8,90;22,20
YN0d0gXJO5M;0,20;1,60;0,80;5,80;1,30;11,00;2,30;13,10;4,30;21,20;9,00;29,40
KbtaQujBAUE;nan;3,60;nan;12,30;nan;17,70;nan;10,70;3,20;18,60;16,40;17,50
vkUczVkd5QM;nan;8,30;nan;11,70;2,10;14,40;nan;12,80;4,40;14,70;8,60;23,00
9B8riuav6rE;0,60;6,80;1,60;11,20;1,10;13,60;1,40;15,70;1,50;19,20;4,30;22,90
MHy4JUDxceo;nan;12,80;nan;25,60;nan;19,70;nan;12,60;nan;13,00;4,00;12,20
0_-FqXcC86M;nan;nan;nan;10,40;4,60;15,80;nan;17,00;4,60;13,70;7,50;26,60
T2ro10dmn9M;nan;nan;nan;14,20;nan;23,20;1,90;16,10;4,70;21,90;4,30;13,50
ITzmJcZpxJ4;nan;nan;nan;9,10;nan;12,00;5,00;13,20;4,10;16,80;10,60;29,30
E2aclLzNCI8;0,40;3,40;1,20;8,70;1,90;11,40;2,50;12,30;5,10;18,20;10,00;24,60
DbLfWbdimVs;nan;15,10;0,20;23,00;0,30;17,60;0,30;14,90;0,40;14,00;1,60;12,60
h7hnYYsKlVs;1,90;7,20;3,90;17,40;3,70;15,00;3,80;12,60;4,90;12,90;5,40;11,10
tjnSSq1N8nA;nan;1,20;0,60;5,40;1,90;9,60;4,40;11,70;9,10;16,70;16,20;23,10
vXSEMAxd57g;1,60;10,40;1,20;19,80;2,00;15,00;0,90;12,60;2,00;13,20;7,70;13,60
JXo2LHK3dKE;nan;2,20;nan;8,50;0,70;16,70;1,10;18,00;3,30;23,30;5,40;20,90
OYHc96rcKI4;nan;3,70;0,60;7,60;1,60;9,30;2,80;9,90;8,20;16,60;15,70;23,90
S_SlT6uNQFs;nan;1,30;0,40;4,40;1,40;7,30;3,10;10,80;8,00;18,40;16,80;28,10
DJWOWjSjqDI;nan;6,20;2,00;14,00;2,20;14,70;3,30;12,80;2,80;16,80;6,50;18,70
pJk63ruEuLI;nan;nan;nan;7,70;nan;8,30;3,30;10,90;nan;25,10;13,60;31,10
SH_zpe8Chmk;nan;1,70;0,50;7,40;2,60;13,70;4,10;15,90;7,90;18,50;13,40;14,20
KHTLh5_GHU8;0,20;1,40;0,90;4,30;1,20;8,20;2,50;12,70;5,60;21,90;11,10;30,00
K6E4pLUkSrU;0,20;0,70;0,60;3,40;1,10;8,20;2,20;12,00;6,40;21,80;12,70;30,60
6-rwYVW1nPQ;nan;nan;nan;6,40;nan;13,70;nan;14,10;4,70;23,80;9,90;27,40
LBC7deea0OM;nan;1,60;nan;6,40;0,90;8,60;3,30;10,60;7,20;17,60;14,50;29,50
pldKDpreuzs;0,80;6,70;2,50;16,40;2,90;16,00;3,50;13,10;6,10;13,20;6,90;11,90
CzFDmu2vHCI;0,80;10,10;2,20;23,10;2,20;17,10;2,40;10,90;4,10;11,50;5,60;9,90
zW0OX1WjnAY;nan;nan;nan;12,20;nan;20,30;nan;14,80;4,10;15,50;5,50;27,70
ao8dAZdPm7U;0,10;1,90;0,30;7,40;0,60;14,00;1,30;16,90;3,20;23,70;5,90;24,70
itRIbEiUAuY;nan;1,40;nan;4,40;1,70;8,60;2,80;11,50;6,30;24,10;13,90;25,30
aWz863zwbks;nan;nan;4,10;13,40;nan;15,90;0,00;13,10;4,80;16,60;10,70;21,40
yorA2ZDRCGc;0,20;2,10;0,40;7,30;1,00;13,40;1,30;15,40;2,70;23,20;5,20;27,60
jSKa-3yzSBo;nan;nan;nan;12,10;nan;12,10;5,00;15,40;5,40;17,90;5,00;27,10
Cxagohg0qus;nan;2,30;nan;9,00;1,90;11,70;5,30;10,00;7,80;18,50;13,20;20,20
Ld_OJXRvmyY;nan;nan;nan;5,30;nan;8,90;nan;16,80;3,10;17,60;16,00;32,30
p0nc6syUBRM;nan;3,50;1,00;13,20;1,80;21,20;2,10;19,50;3,10;20,10;3,00;11,50
g7BnF6w7INM;nan;4,40;0,60;8,70;1,60;10,00;2,50;7,70;5,90;16,90;13,70;27,80
8POy7lo0Dro;0,60;5,00;1,70;13,70;2,30;14,30;3,20;11,70;7,00;15,30;9,80;15,20
hVYj2Y52spg;nan;0,70;0,40;4,90;1,20;13,50;2,00;15,10;4,70;23,80;8,00;25,60
chkgWDzlqs0;nan;nan;nan;3,90;nan;7,60;1,20;8,30;10,30;18,30;19,70;30,80
Slt4JC8kYxY;1,40;7,40;2,20;12,70;4,20;12,10;4,60;12,90;7,10;15,70;7,40;12,40
wK8iBldpPSY;0,80;5,40;2,20;14,40;2,90;14,40;3,80;12,60;5,80;15,10;7,40;15,00
Xnpm1zmYcL0;nan;4,80;nan;10,00;1,50;9,00;2,40;7,70;6,20;14,80;16,70;27,10
KzK57BrM1EA;nan;1,00;0,20;3,40;1,20;6,60;2,40;7,90;7,20;18,60;16,40;35,20
raPNrNaiT58;nan;0,40;0,20;5,20;0,70;14,10;0,90;20,50;2,00;32,10;1,50;22,50
LrWeJabWJKg;0,50;13,50;1,50;32,80;1,30;24,30;1,00;10,60;1,30;6,80;1,40;4,90
q9cpl1K1wdE;0,50;4,70;1,20;11,20;2,10;12,00;2,80;11,00;5,80;15,70;10,90;21,90
XRtkQ8eHmek;nan;nan;nan;nan;nan;nan;8,10;14,50;8,90;19,40;18,50;30,60
pY7alUm49hs;0,30;2,70;1,00;7,10;2,00;11,80;3,30;13,00;7,10;17,90;11,20;22,30
sxWLxAQCZSQ;nan;nan;nan;16,00;nan;23,50;nan;19,10;3,40;18,10;5,50;14,30
iGm73QVrjjM;nan;nan;nan;12,60;nan;24,20;nan;13,50;nan;24,20;4,50;21,10
sBaR2tTz_PM;0,70;3,00;1,10;10,30;1,10;16,00;1,90;15,10;2,80;19,00;9,50;19,50
LUZKdzM82_Q;1,40;8,20;2,90;17,60;2,60;13,60;3,00;10,80;4,90;12,70;7,40;15,00
A4fMUBaWvgs;0,20;1,30;0,20;3,70;0,80;6,30;2,30;9,90;7,10;22,80;15,30;30,00
9SfSzjXteSA;0,70;3,90;1,70;9,70;2,50;13,00;3,40;11,80;6,70;17,00;10,20;19,20
ABG7k6WaJhw;nan;5,50;0,60;13,70;0,70;16,40;1,30;15,80;2,50;20,10;4,80;18,60
lWEY8MzvuUw;0,10;0,70;0,40;2,20;1,00;4,90;2,20;7,50;7,80;17,30;22,70;33,00
aartO9oWFHM;nan;6,60;0,80;15,10;1,40;14,60;2,70;11,20;3,90;15,00;8,20;20,50
M3hrJdh4TDY;0,10;2,20;0,40;3,60;0,50;6,40;1,10;10,10;4,20;21,70;10,70;39,00
PFvmdJ7COGw;0,90;4,80;2,20;12,70;2,70;12,20;3,40;10,00;7,10;13,90;12,50;17,40
aYQjq4F3NBs;0,90;9,50;2,50;21,20;2,50;16,60;2,50;11,70;4,00;12,20;4,90;11,50
cbPIRJVJ6oU;0,10;0,70;0,70;3,60;1,40;9,00;2,00;12,80;4,40;22,90;9,10;33,20
T5lsX3-PAws;0,10;0,90;0,40;2,60;1,00;5,70;2,20;9,70;7,20;20,70;15,60;34,10
gZzpa9RqH5Y;nan;nan;nan;3,20;0,60;10,60;1,50;17,20;2,80;28,90;3,60;31,60
Wi4xavcpT2k;2,60;9,00;3,80;19,20;3,20;14,10;3,10;10,00;4,90;10,10;7,90;12,00
9GuhElkqWrI;nan;nan;nan;4,70;nan;8,40;4,00;10,40;6,60;17,00;20,70;28,30
eE9d2hyaeiE;nan;nan;nan;8,70;nan;14,60;1,70;18,30;5,50;23,20;7,40;20,60
ex-XGPT4Fb0;0,80;2,00;2,20;6,20;3,90;9,20;5,60;10,10;10,70;15,00;15,70;18,30
wChad-vpoto;nan;nan;1,80;12,30;7,30;19,70;6,00;12,90;4,50;15,70;3,60;16,20
S4MQPmz0j-8;0,80;9,10;2,20;15,40;2,80;17,00;3,70;18,10;6,20;17,60;2,30;4,70
IAn8d3i8CRE;nan;nan;nan;4,10;nan;10,60;1,20;13,80;2,90;27,20;7,80;32,50
cILB6VUrl-I;0,30;2,60;0,60;6,60;1,30;9,80;2,30;12,60;5,70;21,30;10,70;25,90
3UByid_ZM0U;nan;nan;nan;nan;nan;14,10;nan;13,10;5,50;26,60;14,60;26,10
y3qxbHBgHe0;0,20;1,00;0,40;4,30;1,00;10,40;1,90;14,10;4,50;21,90;9,20;30,80
iSef2hnXwdE;nan;nan;nan;3,20;0,60;4,50;2,20;6,20;10,50;15,60;28,00;29,20
ocfWcENN8EQ;0,30;2,90;0,90;7,60;1,70;11,60;2,80;13,00;6,60;20,80;10,10;21,70
N3Q-Nz99qDc;0,30;0,10;2,10;0,40;14,50;1,40;31,20;3,50;31,90;3,70;9,40;1,40
u3trmoo1jbE;nan;1,80;0,50;4,80;1,90;9,10;3,10;11,80;8,20;19,80;16,00;22,90
c_IyBbO8-CE;nan;nan;nan;1,90;0,50;3,40;3,10;6,50;10,00;17,70;27,50;29,40
fhabbVheVGE;1,10;2,80;1,70;10,20;2,20;15,50;3,10;14,90;5,50;18,00;7,90;17,00
aPfzGcNaJOE;0,60;3,10;1,50;7,30;2,20;9,40;3,70;11,80;7,70;17,90;13,60;21,40
6eWhkLw_A58;nan;9,10;nan;11,70;nan;14,30;nan;14,90;nan;12,30;14,30;23,40
K_MM4BgXvtc;nan;2,50;nan;15,60;nan;22,20;nan;23,50;1,50;22,50;2,90;9,30
Hcam0A2xhAA;nan;3,60;nan;13,00;nan;15,90;nan;17,70;1,00;23,60;1,80;23,40
RyasQpckGY8;0,70;3,00;2,20;12,10;2,80;14,90;4,10;13,10;6,10;15,80;8,80;16,50
iFsRuCBiji8;0,20;1,30;0,80;3,70;2,60;8,10;4,60;10,20;10,10;18,00;18,30;22,30
7PU1EilLhrE;nan;2,60;nan;5,60;1,00;7,40;1,50;12,30;7,00;21,40;14,00;27,20
YFX9njJ9oTg;0,90;5,70;2,70;14,60;3,70;17,50;4,20;13,50;6,20;14,80;6,30;9,90
v0cgInpOa-c;0,50;2,70;1,60;8,70;3,10;12,60;5,10;11,20;9,90;16,30;11,90;16,20
3gldAHI5nMk;0,40;2,20;0,80;6,40;1,80;9,70;2,90;11,40;6,50;18,80;13,20;26,00
nKeZxijmtj4;0,10;0,60;0,50;2,40;1,80;7,50;3,00;11,40;7,10;23,60;11,60;30,40
eJVtx0QCPps;22,60;18,00;13,90;15,80;nan;6,70;1,80;7,30;1,50;4,90;1,60;4,20
06Daw5Wneps;nan;15,30;nan;19,20;nan;15,30;nan;16,40;nan;15,80;nan;18,10
wYbyX7MrpQ8;0,30;1,80;0,90;6,00;2,00;10,30;2,90;11,80;7,70;18,90;14,60;23,00
SAgKabBWoMc;nan;2,40;nan;5,20;0,90;9,10;3,70;10,20;7,00;19,30;16,40;25,80
rnzg-O2UXb8;nan;2,20;0,50;7,50;0,60;12,50;0,70;15,20;4,40;21,30;9,20;26,00
cMP2nyx3XQ8;0,30;1,60;0,70;4,90;1,70;9,80;2,70;11,20;6,40;18,70;12,60;29,10
C0zBcIUCcqw;nan;nan;nan;14,80;6,10;10,70;nan;15,30;5,10;8,20;15,80;24,00
Xi4y1CXSYBc;nan;21,20;nan;nan;nan;16,20;nan;13,70;nan;17,40;8,70;22,80
wShoKzSLzCQ;nan;1,10;0,70;7,50;1,90;13,10;2,10;12,70;5,00;20,30;10,20;25,40
giI3j3nUcdc;0,40;2,40;1,50;7,80;2,30;10,20;3,60;11,50;7,90;17,10;14,10;21,20
dp-qa4AWXp8;0,10;1,50;0,70;8,20;1,40;17,40;2,10;16,80;4,30;21,80;6,00;19,40
c-TJ2a8Aav0;nan;3,90;nan;11,00;nan;17,30;nan;17,30;2,00;23,90;4,20;20,50
L-1wrstQMx0;nan;nan;nan;8,80;1,40;16,10;3,20;13,70;6,00;21,70;8,90;20,20
RSXSW9q-SMk;nan;nan;nan;8,90;nan;12,00;nan;9,00;1,80;20,10;9,50;38,60
oAtxeCFsYGo;nan;7,20;nan;14,70;0,30;14,20;0,90;12,40;2,70;19,40;5,70;21,70
Eo5EbFB8Cp8;1,00;6,80;1,30;15,50;1,00;18,10;1,70;12,30;4,50;15,80;7,60;14,50
Xj0VeJM_qpg;0,30;5,90;1,20;12,50;1,60;13,70;3,20;11,40;6,40;14,00;12,80;16,90
ApmPvf1CUw4;0,20;1,40;0,30;5,40;1,00;9,70;1,50;11,70;3,50;22,10;8,30;34,80
cMYEQg97Ex4;nan;2,20;0,60;6,60;1,00;11,00;5,10;10,50;8,10;15,70;16,60;22,60
jEnjfsriHs0;0,20;0,40;1,30;1,80;4,60;5,50;7,50;8,10;14,70;15,20;20,10;20,50
hha9CHc7BLw;0,40;2,80;1,10;8,60;2,00;10,70;2,50;12,90;5,50;19,10;10,50;23,90
zsEdv6TPs-0;nan;nan;1,10;8,20;nan;8,20;1,80;8,10;7,80;16,40;20,90;27,60
cSdoH2yEIWI;nan;4,30;nan;7,90;nan;14,00;2,00;10,10;9,10;16,60;15,00;21,10
w5CgOHRg7Zw;0,50;11,30;0,60;10,90;0,70;8,60;1,10;11,10;2,60;19,80;5,70;26,50
kFm2nxVK2go;nan;0,60;nan;2,60;0,20;8,10;1,10;12,70;3,80;26,50;9,90;34,40
Gk11hhHD_R0;nan;5,40;0,50;9,90;1,20;8,80;2,30;8,20;5,80;13,40;19,70;24,90
ocHE3ZkgT-w;0,10;0,60;0,30;2,50;0,70;7,30;1,10;11,90;3,10;23,90;8,00;40,30
t7YDdYHaTUQ;0,60;2,40;2,10;10,00;3,10;13,50;4,90;13,90;7,60;16,40;10,50;15,10
5ubFjySRViU;nan;nan;nan;9,60;nan;18,00;nan;;8,80;14,90;12,70;36,00
NjBAPn4brEA;nan;2,40;5,00;10,30;15,90;7,70;11,60;5,80;14,80;5,60;17,10;3,70
nCBjFpKoX1k;nan;6,80;nan;7,80;nan;15,30;1,10;17,10;5,60;21,80;5,10;19,60
nUJWBotCsus;0,30;2,10;0,90;5,40;1,80;9,90;3,20;12,30;7,00;19,60;11,50;25,70
E2ZwVaVrhbU;1,70;7,20;3,60;16,40;3,00;13,20;4,20;10,70;5,10;12,30;8,00;14,60
L0y1fqMw9mo;0,30;2,00;0,70;5,70;1,70;10,10;3,20;12,30;7,60;19,70;12,40;24,20
f_HqJGkHmCw;nan;nan;1,40;7,80;4,00;14,80;7,20;13,00;12,80;18,40;9,40;11,10
iuPKbE2zljw;nan;5,80;1,40;17,50;2,70;19,90;1,80;10,00;4,70;13,80;7,60;14,70
9L8I-uwLxps;1,20;6,70;1,40;13,00;1,50;10,90;2,30;10,70;4,70;15,30;10,30;22,10
JhwFvgtbvYk;nan;0,90;nan;2,50;1,40;6,90;3,90;7,40;15,70;18,70;21,00;21,70
VPciKQIOP-Q;0,20;0,30;0,60;0,80;1,90;2,10;5,40;4,80;15,50;12,90;30,80;24,50
k8s5smqZQwg;0,40;1,60;1,10;7,40;2,70;13,60;3,60;15,90;6,50;20,60;8,50;18,20
