video_id;Videotitel;Veröffentlichungszeitpunkt des Videos;Dauer;Neue Zuschauer;Klicks auf Abspannelement;Klicks auf Infokartenteaser;Klicks auf Infokarte;„Mag ich“ und „Mag ich nicht“ im Vergleich (%);„Mag ich nicht“-Bewertungen;Im Feed angezeigt;Geschätzter Umsatz (EUR);Impressionen;Klickrate der Impressionen (%)
H6B8BIMdLn8;"""Stehen unter dem Schirm der Amerikaner und das bleibt auch so"" -  Strack-Zimmermann | ntv";17.07.2024;482;5274;110;0;0;2064;2261;0;78252;1813466;202
oiBlwVcZ_Cg;"Merkel ""hat die CDU inhaltsleer gemacht"" - Bremer bewertet Ära  | ntv";17.07.2024;226;3758;264;1;15;8082;295;0;92622;1516379;17
vxgAMCkucyI;"""Hatte Merkel wirklich einen Plan für die Zukunft?"" - Beisenherz zum Erbe der Kanzlerin  | ntv";17.07.2024;94;2713;131;0;0;6946;157;0;22846;1083112;181
 -GMZrYahmSM;"Wie ""Kohls Mädchen"" zur mächtigsten Frau der Welt wurde - Merkels Karriere in zwei Minuten | ntv";17.07.2024;123;1235;52;0;0;4315;112;0;11684;371645;187
D3BniERNJoQ;"Die lustigsten Momente aus Merkels Amtszeit - ""Spreche da vor allem Männer an"" | ntv";17.07.2024;176;880;36;0;0;5854;68;0;5913;115038;288
Gk11hhHD_R0;"""Merz und Merkel sind ein Stück versöhnt"" - Armin Laschet im Frühstart | ntv";17.07.2024;470;245;37;0;3;6261;43;0;8064;77035;384
kbNjh0K4RW8;"""Dem müssen wir was entgegensetzen"" - Marie-Agnes Strack-Zimmermann (FDP) im #ntv Frühstart";17.07.2024;20;669;0;0;0;2328;1569;49698;;76626;705
M89lg9mm0OE;"Trump-Offerte ""war ein durchaus cleverer Schachzug"" - Nikki Haley ruft zu Einigkeit auf | ntv";17.07.2024;263;182;28;0;0;78;11;0;4306;71980;331
xLCpqIlqnc0;LIVE: Statement Pistorius bei Logistikkommando des Bundeswehr;17.07.2024;1060;214;0;0;0;679;26;0;356;49733;345
NRovT13AgEw;LIVE: Eröffnung des britischen Parlaments;17.07.2024;1802;59;0;0;0;8065;6;0;22;49277;221
7_30On8wXw8;LIVE: Vorstellung Entwurf Bundeshaushalt 2025 und Finanzplan bis 2028;17.07.2024;1484;134;0;0;0;5294;16;0;382;40544;363
SRo24aGE72Q;"Armin Laschet (CDU) im #ntv Frühstart über Merkels bekannten Satz ""Wir schaffen das""";17.07.2024;45;138;0;0;0;4537;124;10353;;24397;473
9Xx03yyb_ug;Indien: Hochzeitsfeier endet in Massenschlägerei | #ntv #shorts #india #hochzeit;17.07.2024;47;58;0;0;0;9444;1;1424;;9891;366
c6OHTpsw8SA;"Bulldogge ""Babydog"" stiehlt beim Republikaner-Parteitag die Show | #ntv #shorts #usa #republican";17.07.2024;60;145;0;0;0;871;4;2556;;7815;156
2BKo_5AYIEI;Kenia: Proteste gegen Steuererhöhung eskalieren erneut | #ntv #shorts #kenya;17.07.2024;53;142;0;0;0;9107;5;4663;;6888;232
a5FyP6eqTjs;Erleichterte von der Leyen bekommt zweite Amtszeit nach kämpferischer Rede | ntv;18.07.2024;137;15182;296;0;0;1498;2355;0;105901;4050786;12
VRIFd5KU_RE;"Umgang mit möglichem Trump-Sieg ""ist leichtsinnig"" - Umbach: Dieses Mal ""völlig anders"" | ntv";18.07.2024;334;1351;71;0;0;629;115;0;43385;697051;127
u4c4TP1bjQ4;"Trump-Vize hält ungewohnt ""sanfte Rede"" - Reporterin Klouth zu Vance-Auftritt  | ntv";18.07.2024;149;784;32;0;0;5306;23;0;6979;325388;108
VCj8J1bABXk;Trump-Attentat löst Welle an Verschwörungstheorien aus - Verifizierungsexperte klärt auf  | ntv;18.07.2024;170;1608;38;0;0;4027;89;0;16852;272310;161
_BuziyfwaU4;Heiße Luft aus Afrika: 30 Grad selbst in der Nacht - Hitze legt Griechenland lahm | ntv;18.07.2024;85;533;47;0;0;8293;14;0;;79907;318
yAIRdAlBwJ8;"Glückliche Fan-Gesichter nach erstem ""Eras""-Abend | #ntv #taylorswift #erastour #gelsenkirchen";18.07.2024;58;5052;0;0;0;9573;12;15661;;71081;527
mKJtXnL54g0;Trump will Geld für Schutz vor China: Weltwirtschaft würde enorm unter Taiwan-Blockade leiden | ntv;18.07.2024;114;90;51;0;0;9091;6;0;7069;48643;404
r3Sj748No-U;"""Scholz braucht keine Telefon-Tipps von Jens Spahn"" - Katja Mast (SPD) im #ntv Frühstart";18.07.2024;34;130;0;0;0;7115;88;17483;;42665;424
vq7CDenD4To;"""Scholz braucht keine Telefon-Tipps von Spahn"" - Katja Mast im ntv Frühstart | ntv";18.07.2024;403;19;4;0;0;5135;18;0;3454;23451;241
jLJ1aVWEmII;New York: Politikerin soll Polizisten bei Demo gebissen haben | #ntv #shorts #newyork;18.07.2024;60;286;0;0;0;8696;6;6804;;21411;501
FB9KcemxAiw;Großer Brand in chinesischem Einkaufszentrum - 16 Tote | #ntv #shorts #china #brand;18.07.2024;42;176;0;0;0;8769;32;23750;;20027;303
MpQMEaZ0AM4;Peru: Isoliertes indigenes Volk von Regenwald-Abholzung bedroht | #ntv #shorts #peru #indigenous;18.07.2024;48;966;0;0;0;945;12;17976;;14886;438
raTccoq9-kA;"Barley: ""Rechtsextreme haben hässlichstes Gesicht gezeigt"" - ""Brandmauer"" mit von der Leyen | ntv";19.07.2024;221;9929;383;0;18;1606;3626;0;20277;3304000;206
pfGdm05u2RA;"Trump will ""Präsident von ganz Amerika"" sein - Nominierungsrede in Milwaukee | ntv";19.07.2024;36;5229;178;0;0;8514;26;0;20317;936078;137
yAPo7VVUZjY;"""Dann wäre ich heute nicht hier"" - Trump erklärt bei Parteitagrede, wie er überlebte | ntv";19.07.2024;123;3299;92;0;0;8936;20;0;23745;924025;114
6cGH0bZzznw;"Weber: ""Es droht eine Kaskade in Gang zu kommen"" - US-Waffen in Deutschland platziert   | ntv";19.07.2024;367;1175;81;0;0;7124;67;0;41136;512139;22
DgXUDzMTzuk;Scharfschütze sah Attentäter 20 Minuten vorher auf Dach - Details zu Trump-Mordversuch | ntv;19.07.2024;101;9131;540;0;0;9201;49;0;119032;486549;611
v6YYQpEX6Ys;KI soll ganze Kampfdrohnen-Schwärme steuern - Ukraine entwickelt neue Software | ntv;19.07.2024;137;3201;215;0;0;8171;32;0;24652;208697;419
vLwZosucr-g;"Von der Leyens Politik-Agenda: ""Gibt Fortführung des Green-Deals unter neuem Namen"" | ntv";19.07.2024;257;220;9;0;1;2476;79;0;7833;179861;17
V84yNQBqB34;IT-Störung legt in vielen Ländern Flugverkehr, Tankstellen und Banken lahm #ntv #shorts #nachrichten;19.07.2024;45;1343;0;0;0;8923;7;10710;;174711;69
jxQNo-UeaJE;Wie ist das, die Tour de France-Königsetappe zu fahren? - ntv-Reporter im Selbsttest  | ntv;19.07.2024;645;2873;34;0;0;9621;5;0;26429;165779;379
2KWA8SKOaxw;"Trump-Enkelin schwärmt von ""normalem Großvater"" - 17-Jährige auf Parteitagsbühne  | ntv";19.07.2024;68;901;59;0;0;9016;6;0;885;42379;749
 -FAInrd7Ozw;"""Niemand wird unsere Macht infrage stellen"" - Trumps Rede auf dem Parteitag der Republikaner #ntv";19.07.2024;48;226;0;0;0;8373;48;14223;;38507;368
2HaSKHrwIc0;"""Das ganze Land sitzt im Schwemmsaum von Merkels Politik"" - Gegenverkehr zur Altkanzlerin | ntv";19.07.2024;232;54;18;0;0;6792;17;0;4126;26769;38
gU_TCZaBa5c;"Absurder Kult oder ""Modestatement""? Trump-Fans tragen  nach Attentat Ohren-Verband | ntv";19.07.2024;65;81;20;0;0;6842;6;0;1063;19066;232
CzFDmu2vHCI;"""Freue mich, nächste Woche auf Wahlkampftour zu gehen"" - Biden hält an Kandidatur fest  | ntv";20.07.2024;142;7858;217;0;0;6027;145;0;69468;2007057;172
xUYbWkpEezo;"""Michelle Obama ist einzige mit besseren Werten als Trump"": Jäger zu möglichem Biden-Rücktritt | ntv";20.07.2024;410;6674;363;0;141;6992;391;0;183261;1357350;273
h7hnYYsKlVs;"""Eine relativ simple, aber dramatische IT-Panne"" - Experte schätzt Windowsstörung ein  | ntv";20.07.2024;267;3840;29;0;0;6087;36;0;38503;870316;11
iuPKbE2zljw;Wie es zur globalen IT-Pannen kommt - Abhängigkeit trifft Anfälligkeit  | ntv;20.07.2024;128;462;0;0;0;6889;14;0;286;386788;55
ityQhH3SFHA;"KI für Anleger ist als ""Privatversion fast unbezahlbar"" | ntv Geldanlage-Check";20.07.2024;228;38;10;0;0;100;0;0;2204;27758;224
iGm73QVrjjM;"""AI braucht zehnmal so viel Energie wie Google-Suche"" | ntv Geldanlage-Check";20.07.2024;221;60;6;0;0;90;2;0;1376;21141;221
V5lOMN7OGpU;"""Biden hat alle ins Messer laufen lassen"" - Jäger sieht ""Rache"" des Präsidenten | ntv";21.07.2024;404;45562;2426;0;372;8537;630;0;989969;4796130;458
BrDhLtn8kxc;"Navidi: ""Demokraten haben sich in Bredouille gebracht""- Biden-Rückzug allein keine Lösung  | ntv";21.07.2024;400;7489;160;0;0;7222;75;0;48586;1880816;1
IZV77IdNfXQ;Nach Bidens Rücktritt: Wer ist Kamala Harris? - Sie könnte jetzt Trump herausfordern  | ntv;21.07.2024;181;11457;768;0;25;7932;98;0;78527;1540615;195
WSBBBNKBQ_k;"""Die Schmähkampagne gegen Harris hat schon begonnen"" - Umbach zu Bidens Rückzug | ntv";21.07.2024;639;6094;155;0;0;8168;83;0;95025;1378705;2
hUHkQi6BpSE;"""Demokraten werden massiven Spenden-Zulauf haben"" - Ex-Obama-Berater zu Biden-Rückzug | ntv";21.07.2024;307;3660;317;0;0;6752;102;0;53288;1355962;117
18rXk7-w-ZY;"""Im besten Interesse des Landes"": Biden zieht zurück - bleibt aber Präsident | ntv";21.07.2024;66;5095;107;0;0;8119;19;0;18629;1044565;98
AinAiVltyiw;"Richter zum Verzicht auf Kandidatur: Bidens Timing ""ist die eigentliche Überraschung""  | ntv";21.07.2024;316;2290;145;0;0;8571;19;0;28848;912375;1
lDB90tCsI4I;"""Schritt ist so groß und hat unendlich viele Folgen"" - Blome zu Bidens Wahlkampf-Rückzug   | ntv";21.07.2024;376;1663;147;0;0;7621;49;0;41635;691984;164
deI5CTXy_tY;Im Visier der Investoren: Immer mehr Bewohner von US-Trailerparks geraten in Not | ntv;21.07.2024;276;220;15;0;0;9697;3;0;7569;58764;542
8g-_2wbfVBE;"Mit Trump droht ""wirtschaftspolitische Achterbahnfahrt"" - Reitz über ökonomische Folgen | ntv";21.07.2024;237;48;19;0;0;7407;14;0;4706;37877;277
Rhuc8SQdHOg;Ranking: Was Ärzte, Lehrer und Co. verdienen - 25 Menschen legen Verdienst offen  | ntv;21.07.2024;119;162;0;0;0;8478;7;0;4811;34010;346
KxfrFuvsKMU;Boom und Ausverkauf im Paradies: Hype um Sansibar nimmt bizarre Ausmaße an | ntv;21.07.2024;266;76;11;0;0;8684;5;0;1822;20001;319
DhyhhWuS54s;Nach Rückzug von Biden: Alle 50 Parteivorsitzenden unterstützen offenbar Harris | ntv;22.07.2024;162;11564;318;0;51;8049;111;0;103002;2658796;122
AkcgnI5Fvdc;Scholz, Selenskyj, Obama: Politiker weltweit zollen Biden Respekt | ntv;22.07.2024;129;6244;55;0;0;4063;209;0;29022;1477205;99
0JGWPtDt1R8;"""Viel hängt davon ab, wie Biden seinen Schritt begründet"" - Jäger zu möglicher ""Retourkutsche"" | ntv";22.07.2024;432;1268;124;0;4;8098;35;0;28914;892078;79
N3Q-Nz99qDc;"""Du darfst ein bisschen dicker sein"" - Nadja Auermann spricht herrlich offen übers Älterwerden | ntv";22.07.2024;345;26217;0;0;0;9731;25;1;108381;590921;1083
MVu15gWGre4;LIVE: Aussage Chefin Secret Service vor Ausschuss zu Attentat auf Trump;22.07.2024;2087;943;0;0;0;7742;14;0;13261;83936;542
AYilu1tgJLM;Russland: Ukrainische Drohnen rasen in Rosneft-Ölraffinerie | #ntv #shorts #russland #ukraine;22.07.2024;50;1658;0;0;0;8805;35;32236;;80637;579
cc87tGQWDZI;"Varta-Aktie ""zu vollkommenem Zockerpapier geworden""- Batteriehersteller in der Krise  | ntv";22.07.2024;176;1717;38;0;0;9167;5;0;13477;72957;508
pefuXr1kvos;LIVE: Pressekonferenz FC Bayern München;22.07.2024;461;1131;0;0;0;75;7;0;6138;63045;565
fVq3yTEkqyg;LIVE: Kamala Harris spricht bei Sportlerehrung im Weißen Haus;22.07.2024;625;187;0;0;0;814;8;0;942;48527;517
WA-WMDJFUYI;"Die #Doku ""Riskante Flughäfen - Die gefährlichsten Airports der Welt"" gibts auf RTL+ #ntv #shorts";22.07.2024;60;1608;0;0;0;8913;25;43428;;30949;98
RAkbf-22DJw;"Ukraine-Hilfen aus den USA ""könnte Europa nicht abfedern"" -  Faber im ntv Frühstart | ntv";22.07.2024;432;55;6;0;0;6538;9;0;7255;27792;276
81QjpmJHcI4;Palma: Tausende Mallorquiner demonstrieren gegen Tourismus | #ntv #shorts #mallorca #palmamallorca;22.07.2024;57;187;0;0;0;9385;12;10403;;15975;375
Hcam0A2xhAA;Taiwan: Armee demonstriert Abwehrbereitschaft gegen China | #ntv #shorts #taiwan;22.07.2024;58;180;0;0;0;8824;6;6846;;13262;374
6tZ_UPw0b4I;Polizei zerschlägt Kokain-Jachten-Bande | #ntv #shorts;22.07.2024;60;230;0;0;0;9578;7;9917;;11943;557
63jr1N8PS8A;"""Wir sind noch nicht am Ziel wenn es um europäische Sicherheit geht"" - Marcus Faber (FDP) bei #ntv";22.07.2024;28;84;0;0;0;6296;10;3700;;11583;183
4-3sHRJMqzQ;"""Trump wird mit Harris genauso umgehen wie mit Clinton"" - Kampagne überrascht Jäger nicht  | ntv";23.07.2024;230;15982;350;0;0;7797;287;0;205059;7160825;89
R4DVP7Cw7DE;"""Trump könnte Vance-Nominierung jetzt bereuen"" - Sandra Navidi zu Harris-Kandidatur  | ntv";23.07.2024;352;19997;777;0;0;7036;460;0;26189;4554179;186
 -sLvDrHXzG4;"""Raubtiere und Betrüger - ich kenne Trumps Typ"" - Harris fühlt sich für Wahlkampf gewappnet | ntv";23.07.2024;119;13377;392;0;0;6327;288;0;80518;4553935;73
v6yb4zNai10;Ist Harris die Kandidatur noch zu nehmen? - Expertin Daniels zur Demokraten-Nominierung  | ntv;23.07.2024;274;5513;71;0;0;6686;56;0;32437;3090785;43
5X1xFv-p90w;"""Trump nennt Harris 'dumm' und lästert"" - Republikaner-Fassade ist dahin  | ntv";23.07.2024;254;1565;308;0;0;82;74;0;5411;350305;531
ibQxGbZ3dUQ;"""Im Moment ist Harris eine gigantische Projektionsfläche"" - Strategieberater zu US-Wahlkampf  | ntv";23.07.2024;335;676;244;0;0;8836;27;0;41573;251347;35
70aOepA90nU;"""Impfung spielt nicht die entscheidende Rolle"" - Specht zum Schutz vor Corona-Infektionen | ntv";23.07.2024;246;2792;0;0;0;1747;222;0;2141;98857;845
oqucZ7unEOE;Union stärker als Ampel-Parteien, Linke legt leicht zu | ntv Trendbarometer;23.07.2024;840;199;21;0;0;8119;19;0;23839;88766;584
RRUAEjto5Uw;Ukraine schießt russisches Kampfflugzeug ab | #ntv #shorts #ukraine #russland;23.07.2024;58;9039;0;0;0;7762;248;80972;;78083;63
oKfM7VpMRnU;"Wird Harris wie Löw ""aus dem Hintergrund Weltmeister""? - CDU-General Linnemann im Frühstart | ntv";23.07.2024;421;103;23;0;0;6944;11;0;;76931;232
G75X3o-AwU0;So teuer wie nirgends sonst: Was der US-Wahlkampf kostet und woher das Geld kommt | ntv;23.07.2024;175;27;18;0;0;8636;3;0;2082;27931;197
BXKJH91tcp4;"""Riskante Flughäfen - Die gefährlichsten Airports der Welt"" seht ihr auf RTL+ #doku #ntv #shorts";23.07.2024;47;960;0;0;0;875;12;13997;;20760;82
4v7K1wvv-2A;Grau, schwarz, weiß: Deutschlands Autos werden farbloser - Statistik zeigt Hang zum Dezenten   | ntv;23.07.2024;116;13;7;0;0;875;3;0;1289;17754;221
FncvWgFGZi4;Chemikalien-LKW explodiert und geht in Flammen auf | #ntv #shorts #usa #unfall #lkw;23.07.2024;57;309;0;0;0;8955;7;10643;;16489;417
9hO9dDdx0DU;Carsten Linnemann, CDU-Generalsekretär im #ntv Frühstart;23.07.2024;43;100;0;0;0;7097;9;3850;;13392;375
ntitSfsKi9A;Fast 150 Menschen sterben durch Erdrutsch in Äthiopien | #ntv #shorts #nachrichten #ethiopia;23.07.2024;49;177;0;0;0;90;2;2726;;12118;31
 -zM0Zaa5Hd0;"""Verlieren wir, braucht es Bürgerkrieg"" - Finstere Republikaner-Rede sorgt für Empörung #ntv #shorts";23.07.2024;60;158;0;0;0;746;16;5364;;11876;518
gbIO10Sj4oI;"""Wenn wir kämpfen, gewinnen wir"" - Kamala Harris in Umfrage vor Trump | ntv";24.07.2024;137;29358;921;0;0;5248;765;0;175867;7112961;114
AxGo_C_b2Ck;Harris kann Trump schlagen - Ulrich Lechte, FDP-Außenpolitiker im Frühstart | ntv;24.07.2024;506;1761;84;0;0;4971;171;0;25732;1099972;53
frox4jrqDIA;Polizei stürmt Blaue Moschee - Faeser verbietet Islamische Zentrum Hamburg | ntv;24.07.2024;101;2439;147;0;0;9222;36;0;13289;210683;453
ehAG2edVcGw;"Polizei ging ""mit gezogener Waffe"" durch Moschee - Vollmer bei Razzia in Hamburg | ntv";24.07.2024;192;1344;97;0;0;9459;16;0;27407;165874;474
Q0yCjpsPV5M;LIVE: Sommer-Pressekonferenz Olaf Scholz zu aktuellen Themen;24.07.2024;6719;572;0;0;0;4151;62;0;765;109090;381
C2xnvv-a3YQ;LIVE: Statement Tschentscher zu den Razzien;24.07.2024;533;213;0;0;0;907;12;0;26;36749;497
zFIMrWqTmlw;Nepal: Flugzeug stürzt direkt nach Start ab - 18 Tote | #ntv #shorts #nepal;24.07.2024;50;1919;0;0;0;8648;33;41514;;23415;554
tJgFbSYkebQ;Yellowstone Nationalpark: Riesige kochende Schlammfontäne überrascht Touristen | #ntv #shorts #usa;24.07.2024;60;612;0;0;0;9213;30;25371;;22177;458
Qc2_8UmuLnA;Letzte Generation legt Flughafen Köln/Bonn lahm | #ntv #shorts #nachrichten #letztegeneration;24.07.2024;39;742;0;0;0;6744;28;5276;;18427;412
VHHEutajcDY;Ulrich Lechte, außenpolitischer Sprecher der FDP-Bundestagsfraktion im #ntv Frühstart;24.07.2024;28;186;0;0;0;6154;25;4446;;12167;108
GdYb5dhDssY;Bidens Rede zum Rückzug in voller Länge | ntv;25.07.2024;640;8698;0;0;0;7773;55;0;62326;3119865;47
qIn_xoNkR4U;"Präsidenten-Rede in der Analyse: Republikaner hatten das von Biden ""nicht erwartet"" | ntv";25.07.2024;477;5653;90;0;0;7061;97;0;77989;1958990;124
pldKDpreuzs;Netanjahu-Rede vor US-Kongress – heftiger Protest vor dem Kapitol | ntv;25.07.2024;203;1505;79;0;0;5542;111;0;28689;588519;148
itRIbEiUAuY;"""Letzte Generation tut sich selbst keinen Gefallen"" - Matthias Miersch (SPD) im Frühstart | ntv";25.07.2024;347;742;8;0;0;7353;45;0;14677;118858;349
8R5u5HQDA8U;"""Ist nicht zu billigen"" - Matthias Miersch, SPD-Klimapolitiker im #ntv Frühstart";25.07.2024;50;170;0;0;0;9396;30;19007;;72242;528
RktiItSgKw0;Bodycam-Video belegt: Polizist erschoss schwarze Frau grundlos | ntv;25.07.2024;86;1648;0;0;0;9091;8;0;;45647;969
tcBPUfsAtX0;"Hunderte Pferde schwimmen durch Fluss bei ""Pony Swim"" in Virginia | #ntv #shorts #usa #virginia";25.07.2024;57;245;0;0;0;9107;10;7282;;18271;439
H1rBrVwzE2A;Ölkatastrophe droht: Tanker mit Treibstoff sinkt in Bucht von Manila | #ntv #shorts #manila;25.07.2024;45;295;0;0;0;7988;34;17711;;17551;389
cO1w1HpEeHI;Wieder festgeklebt: Letzte Generation legt Flughafen Frankfurt zeitweise lahm | #ntv #shorts;25.07.2024;42;135;0;0;0;4333;17;2996;;10610;297
yKcWsCnf5hg;"Obamas rufen Harris an: ""Das wird historisch"" | ntv";26.07.2024;61;3676;240;0;0;6039;263;0;56796;1193109;202
qmdyXg1MN1g;Mit Memes bis ins Weiße Haus? Kamala Harris reitet gewaltige Hype-Welle in Perfektion | ntv;26.07.2024;119;5584;0;0;0;6042;226;0;25022;628469;285
PFmlPOfywsM;Brandanschlag auf Gleise am Tag von Olympia-Eröffnung | ntv;26.07.2024;111;2235;127;0;0;8945;29;0;36138;562619;248
7RZHa_3yiH8;"Jäger: ""Obama musste jetzt an die Öffentlichkeit gehen"" | ntv";26.07.2024;236;2297;0;0;0;8876;77;0;27117;540473;562
pg3rOz5O56o;"Munz: Deutschem droht ""Genickschuss"" für ""Sachschaden von knapp 500 Euro"" | ntv";26.07.2024;228;2803;108;0;0;7255;137;0;73661;431877;536
IDIFOqtecLg;"Kiew droht Zwang zu ""erheblichen Kompromissen"" - Wie geht es nach US-Wahl weiter? | ntv";26.07.2024;349;559;0;0;0;8854;18;0;12624;163619;467
qhqNOuDy1C4;Harris bekennt sich zu Israel - und mahnt Netanjahu | ntv;26.07.2024;124;478;50;0;0;72;14;0;6723;108638;255
99NC4Qfs-hw;Nahe ukrainischer Grenze: Russische Drohnenteile stürzen in Rumänien ab | #ntv #shorts #ukraine;26.07.2024;41;204;0;0;0;8056;14;7816;;49918;509
iq_GP7li2wM;"Harris ohne wirtschaftlichen Fokus - ""Kann Vorteil sein"" | ntv";26.07.2024;220;49;22;0;0;898;5;0;6825;36814;319
MhSPzXCsrMA;Hamburg: Mann nimmt Mutter als Geisel -  SEK stürmt Wohnung | #ntv #shorts #hamburg;26.07.2024;48;500;0;0;0;9229;29;28850;;27468;608
iifqeZa7QOY;Zu Olympia-Start: Mehrere Brandanschläge auf Bahngleise in Frankreich #ntv #shorts #olympics #paris;26.07.2024;43;217;0;0;0;9394;2;2260;;27114;283
ZT1t0aikqF4;Start von Olympia - Paris wird für die Spiele zum Hochsicherheitstrakt | ntv;26.07.2024;109;517;31;0;0;65;7;0;3101;26029;256
_O3yVKvT1H8;"Reisner: Verluste für Kreml irrelevant - ""Ukraine mit schwer lösbarer Situation konfrontiert"" | ntv";29.07.2024;214;13207;1098;0;0;8717;265;0;238458;1244350;676
G_7jpW1SsPQ;Munz: Russen diskutieren steigende Flugpreise heftig - Kreml gibt Soldatenkosten weiter  | ntv;29.07.2024;239;3583;380;0;0;8679;117;0;170942;854319;6
MVghjLquelU;Zweifel an Wahl in Venezuela: Maduro und Opposition sehen sich beide als Sieger | ntv;29.07.2024;101;1056;33;0;0;7581;15;0;9029;288401;126
XiWDT35Crxo;Bitcoin-Messe: Goldgräberstimmung nach Trump-Rede - USA sollen Krypto-Nation werden | ntv;29.07.2024;114;902;32;0;0;90;7;0;569;62926;41
FjF2lx1RaDA;Geywitz will Menschen zum Umzug aufs Land bewegen - Bauministerin kündigt Strategie an  | ntv;29.07.2024;92;162;13;0;1;8511;7;0;;39918;411
Yo4xS2VnEhA;Wie Österreich ein höheres BIP als Deutschland schafft - Urlaubsländer im Wirtschafts-Check  | ntv;29.07.2024;96;104;40;0;0;9118;3;0;3317;38350;303
z_BvXHQ19i8;Wrack mit Zaren-Champagner in der Ostsee entdeckt - Schiff aus dem 18. Jahrhundert | ntv;29.07.2024;126;78;9;0;0;8846;3;0;2061;26196;381
5IlZF5sBNqo;Zehntausende Swifties besetzen Münchener Olympiaberg | #ntv #shorts #taylorswift #erastour #munich;29.07.2024;39;2369;0;0;0;9648;8;11684;;23798;519
1hu-YOiAQcQ;Trotz hoher Gewinne: Staat subventioniert DAX-Konzerne mit Milliarden | ntv;29.07.2024;120;58;2;0;1;625;6;0;1267;21910;22
_EQM31jNBcU;"Wenn das Jobcenter klingelt: ""Aufsuchende Beratung"": Druck abbauen durch Aufklärung | ntv";29.07.2024;266;55;2;0;0;7742;7;0;2242;21560;374
2U0qHHOX-1A;"Chancen für Olympia-Bewerbung ""sind eher überschaubar"" -  Philipp Hartewig (FDP) im Frühstart | ntv";29.07.2024;401;33;0;0;0;6875;5;0;77;14547;118
yxXk-5F8aEY;"Schaulustige feiern U-Boot ""U17"" nach aufwendiger Reise | #ntv #shorts #uboot";29.07.2024;55;199;0;0;0;8511;14;8027;;14287;369
HtOmSowAnR0;China: Ausläufer des Taifuns Gaemi sorgen für Verwüstung - mindestens 12 Tote #ntv #shorts #taifun;29.07.2024;49;90;0;0;0;8841;8;6662;;10300;165
qwX8ik-1acI;"""Salomonisches"" Urteil ""nutzt der Ampel"" - Von Lucke zu Wahlrechts-Knall | ntv";30.07.2024;294;8522;215;0;5;8694;47;0;76312;6460478;33
SjKdZiiJPfs;Schlappe für Ampel in Karlsruhe - So sieht das neue Wahlrecht nach dem Urteil aus | ntv;30.07.2024;123;9764;322;0;10;8519;92;0;91261;2150915;17
3PmVzRtGTeU;"Urteils-Leak ist ""sehr, sehr unglücklich"" - CSU-Politikerin Lindholz  im Frühstart | ntv";30.07.2024;460;2107;10;0;0;625;36;0;18047;1703787;34
LxY-D8niroY;Fliegende Ministerin: Baerbock zeigt Trampolin-Können | #ntv #shorts #baerbock #paralympics;30.07.2024;38;2949;0;0;0;5739;98;13960;;67504;885
POLJAbrqSGU;Wie viele Deutsche würden Donald Trump wählen? | ntv Trendbarometer;30.07.2024;114;369;38;0;0;7745;23;0;8224;54225;717
1FILxFIfPkM;Munz: Russland baut Waffen mit Spielekonsolen-Teilen - Import aus Westen verdoppelt | ntv;30.07.2024;129;517;58;0;0;8533;11;0;8843;51881;634
tZ9Dp7sQoSE;SPD legt zu - und bleibt trotzdem hinter AfD| ntv Trendbarometer;30.07.2024;860;257;9;0;0;7692;18;0;11776;46245;676
bvu3JdRvD9E;Schwere Unwetter wüten in Gardasee-Region | #ntv #shorts #nachrichten #gardasee #italy;30.07.2024;29;1906;0;0;0;8747;45;43496;;38143;646
YkJefM_cN3o;Macht schöner? Söder inszeniert sich als Döner-Fan | ntv;30.07.2024;101;325;0;0;0;7027;11;0;2216;23441;504
5KQjvz2bJo4;Auf offener Bühne: Erdo?an gibt Kind Klaps auf die Wange | #ntv #shorts #erdo?an #turkey;30.07.2024;37;1679;0;0;0;60;60;14618;;21614;1515
E1vw88UZ4X0;Pro-Kopf-Verschuldung steigt auf Höchstwert - Im Europa-Vergleich noch wenig   | ntv;30.07.2024;105;37;14;0;0;8182;4;0;1858;21210;295
ybEj5rCexNY;Niedersachsen: Leichtflugzeug stürzt ab - Pilot schwer verletzt | #ntv #shorts #flugzeug;30.07.2024;41;150;0;0;0;100;0;3260;;11259;329
AK0_xlFkXy4;Indien: Massive Erdrutsche überraschen Menschen im Schlaf - mindestens 106 Tote #ntv #shorts #india;30.07.2024;51;81;0;0;0;9444;1;2692;;7814;179
mC2yjazi0ss;"""Das ist demokratieschädlich"" - Andrea Lindholz (CSU) im #ntv Frühstart";30.07.2024;22;34;0;0;0;6154;10;1732;;6999;3
cPM5BXFgCws;"Blufarb: Lage seit Kriegsbeginn ""noch nie so kritisch"" - Hamas-Chef in Teheran getötet | ntv";31.07.2024;99;3259;0;0;0;4083;142;0;27113;1150048;142
lhmL8xWU5tQ;"Motorräder-Angriffe ""laufen nach bestimmtem Schema ab"" - Munz zu Russlands Kriegs-Taktik | ntv";31.07.2024;111;2818;404;0;0;843;81;0;58575;377689;771
p_qMnUMyLMQ;"""Unser Ziel bleibt Abrüstung"" - Ricarda Lang (Grüne) im #ntv Frühstart";31.07.2024;50;69;0;0;0;3571;54;6008;;45267;718
