video_id,title,publish_date,video_length_seconds,privacy_status,wiedergabezeit_minuten,durchschnittliche_wiedergabedauer,durchschnittliche_wiedergabedauer_prozent,gewonnene_abonnenten,verlorene_abonnenten,aufrufe,likes,dislikes,geteilte_inhalte,kommentare,audience_female_age18-24,audience_male_age18-24,audience_female_age25-34,audience_male_age25-34,audience_female_age35-44,audience_male_age35-44,audience_female_age45-54,audience_male_age45-54,audience_female_age55-64,audience_male_age55-64,audience_female_age65-,audience_male_age65-,audience_female_age13-17,audience_male_age13-17,Neue Zuschauer,Klicks auf Abspannelement,Klicks auf Infokartenteaser,Klicks auf Infokarte,Mag ich und Mag ich nicht im Vergleich (%),Mag ich nicht-Bewertungen,Im Feed angezeigt,Geschätzter Umsatz (EUR),Impressionen,Klickrate der Impressionen (%),Thema,Bewertung_Titel,Gestaltung_Thumbnail
CrX-4B5z_E4,Hisbollah-Chef ist tot - Aufnahmen zeigen israelischen Luftschlag auf Beirut | ntv,2024-09-28T15:57:34Z,118,public,227388,64,54.76,191,6,211140,1909,232,406,1082,2.1,13.0,3.6,25.6,2.8,17.3,2.2,10.9,2.4,10.0,2.2,7.6,,0.0,49731,0,0,0,8916,232,0,255915.0,7830892,189,,,
iHKn_1ozWrc,So gelingt die Bartpflege richtig | ntv Service,2024-09-28T10:00:43Z,323,public,1731,104,32.46,1,1,991,28,5,4,15,,6.8,,8.0,,17.5,2.5,17.0,3.6,18.4,8.4,17.7,,,24,3,0,0,8485,5,0,1545.0,33852,173,,,
TqAX8nKT9aE,Diese Krankenkassen bieten das beste Gesamtpaket | ntv Service,2024-09-28T08:00:29Z,278,public,7384,126,45.53,3,1,3500,55,4,30,8,,,0.6,9.6,1.6,15.2,3.7,12.8,8.9,19.1,11.8,16.6,,,88,10,0,0,9322,4,0,7031.0,65340,394,,,
Hczn8cQ5Jg8,So findet sich die perfekte Sonnenbrille für den Sommer | ntv Service,2024-09-27T18:00:22Z,339,public,860,78,23.27,0,1,654,6,4,2,10,,,,14.4,,16.3,,21.4,,20.5,,27.4,,,13,5,0,0,60,4,0,1241.0,27826,127,,,
x8j7RBTrGvw,Diese vermeintlichen Unkräuter sind wahre Vitaminbomben | ntv Service,2024-09-27T17:01:07Z,350,public,4224,124,35.47,1,2,2042,73,3,51,9,,,,4.7,,8.0,3.9,7.6,11.8,21.3,16.7,26.0,,,129,4,0,0,9605,3,0,3357.0,58858,246,,,
JpOcXiVeu9w,"Blufarb zu möglicher Waffenruhe: Netanjahu ""steht innenpolitisch total unter Druck"" | ntv",2024-09-27T14:31:34Z,118,public,8756,60,50.86999999999999,7,1,8752,56,42,19,79,1.1,5.5,3.1,17.2,4.4,16.1,3.5,13.7,3.4,11.6,7.0,13.5,,,967,19,0,0,5714,42,0,11188.0,500875,119,,,
fLM5H-_R3nA,So schützt ihr euch besser vor Einbrechern | #ntv #shorts #news #einbruch,2024-09-27T12:52:15Z,48,public,3299,37,77.9,4,1,5295,100,8,16,10,,2.7,0.6,8.6,0.7,10.2,2.0,10.2,5.1,18.7,14.8,26.5,,,219,0,0,0,9259,8,8577,,21740,181,,,
McyicJCa1Og,Schutz vor Einbrüchen - ntv-Reporter testet Neuheiten | ntv Service,2024-09-27T12:49:41Z,352,public,3331,140,39.97,0,0,1421,41,8,13,14,,,,8.8,2.4,19.1,,16.7,3.3,23.0,6.3,20.4,,,23,6,0,0,8367,8,0,2857.0,35953,242,,,
sBGOJ3VAnqs,LIVE: Rede von Pistorius im Bundestag,2024-09-27T11:32:15Z,365,public,9009,136,37.36,5,1,3964,91,34,11,0,,2.5,0.7,5.5,0.6,9.4,2.2,13.1,5.7,21.1,11.4,27.8,,,138,0,0,0,728,34,0,13674.0,48190,615,,,
3cqoDTRVchQ,"Keine Langstreckenwaffen-Freigabe: ""Biden wird von Geheimdiensten vor Entscheidung gewarnt""  | ntv",2024-09-27T11:03:34Z,313,public,518036,112,35.97,112,6,276055,1540,256,239,432,0.1,0.8,0.4,3.3,1.0,8.3,1.6,11.8,4.4,21.7,10.9,35.3,,,32741,510,32,0,8575,256,0,356516.0,1376954,705,,,
vlYjyMLHNVA,...und dann zählen sie das jetzt per Hand?! | #ntv #shorts #money,2024-09-27T10:34:13Z,25,public,14810,21,86.41,13,3,41137,502,43,57,11,0.6,3.2,1.5,13.3,2.3,19.8,2.8,14.9,5.4,16.5,7.1,12.4,0.1,0.2,1442,0,0,0,9211,43,66329,,16856,242,,,
doBCyr4G-tI,Milliarden-Hilfe für Selenskyj: Biden richtet Ukraine-Gipfel in Deutschland aus | ntv,2024-09-27T10:07:33Z,117,public,15320,71,60.91,17,1,12899,202,259,96,447,0.7,3.6,1.1,9.7,2.6,11.9,3.0,9.7,6.9,13.7,15.0,22.1,,,857,183,0,0,4382,259,0,19729.0,705481,135,,,
LZ873R59sZc,"Verfassungsrechtlerin zu Thüringen: ""Position des Alterspräsidenten wurde missbraucht"" | ntv",2024-09-27T10:02:49Z,299,public,167617,93,31.370000000000005,47,4,107209,648,1953,235,1359,0.4,2.5,1.0,6.7,1.9,9.6,2.9,10.6,7.1,17.3,14.3,25.5,,,16378,247,18,54,2491,1953,0,12884.0,1050711,382,,,
7zqB1fsilvY,Melanie Trump gibt Demokraten und Medien die Schuld an Trump-Attentat | #ntv #shorts #usa #trump,2024-09-27T09:26:09Z,59,public,7800,38,65.37,1,0,12134,148,97,35,35,0.1,1.0,0.3,2.9,0.7,4.6,1.7,8.0,5.9,19.2,18.6,37.0,,,124,0,0,0,6041,97,15637,,55676,731,,,
R9TlOTyG4dw,Kaffee aus Konzentrat - Schmeckt das? | #ntv #coffee #shorts #startup #business,2024-09-27T09:19:42Z,59,public,340,30,52.06000000000001,2,0,666,10,6,0,4,,13.5,5.7,20.8,,22.4,,11.4,,9.0,5.3,11.8,,,66,0,0,0,625,6,1821,,7233,109,,,
xZtinIhZFNM,"LIVE: Statements Wüst, Kretschmann und Günther zu Sicherheit und Migration",2024-09-27T07:34:27Z,524,public,9077,182,34.89,1,0,2979,40,24,14,0,,,,5.7,1.3,9.0,3.9,12.1,10.8,17.6,17.6,22.0,,,115,0,0,0,625,24,0,8962.0,39916,554,,,
8wGHJU6HNwI,LIVE: Rede von Hubertus Heil zum Rentenpaket im Bundestag,2024-09-27T07:22:08Z,975,public,11953,251,25.81,3,0,2850,31,10,7,0,,,,3.2,1.2,7.8,2.3,10.3,11.2,21.7,18.8,23.8,,,131,0,0,0,7561,10,0,11089.0,48082,441,,,
DwVGClZyeyY,Warum Filialen einer Kette unterschiedliche Preise haben. | ntv,2024-09-27T06:38:21Z,316,public,16678,100,31.9,9,0,9927,86,4,40,28,0.8,3.4,2.2,9.0,3.1,9.4,4.6,10.0,6.6,14.9,14.3,21.6,,,1408,20,0,0,9556,4,0,14084.0,97742,354,,,
cp9V8WpsLn4,Hunger wegen Dürre - Namibia lässt Wildtiere schlachten - Elefantenfleisch für Bevölkerung  | ntv,2024-09-27T06:35:49Z,298,public,153917,39,13.239999999999998,21,0,234075,133,21,281,73,0.4,0.7,1.9,3.0,5.1,6.5,6.3,8.5,12.9,16.7,15.7,22.2,,,82705,0,0,0,8636,21,0,54379.0,126931,592,,,
YM0dmxK5KVA,Flugausfall: Wann werden Reisende entschädigt? | ntv Service,2024-09-26T17:00:29Z,328,public,1703,85,25.97,1,0,1200,4,4,11,4,,,,9.4,,16.2,4.2,13.0,5.2,16.6,12.6,22.8,,,22,4,0,0,50,4,0,2839.0,26761,141,,,
K_MM4BgXvtc,Outdoor-Experte verrät: Darauf kommt es beim Trekking an | ntv Service,2024-09-26T14:22:06Z,382,public,6263,162,42.55,1,1,2312,54,7,17,13,,2.5,,15.6,,22.2,,23.5,1.5,22.5,2.9,9.3,,,239,7,0,0,8852,7,0,5254.0,49686,322,,,
eLp__cMTyiQ,LIVE: Konstituierende Sitzung des Landtags Thüringen,2024-09-26T14:15:22Z,478,public,45099,132,27.62,10,0,20496,85,94,29,0,0.1,2.7,0.8,5.9,1.7,10.3,3.3,12.0,6.9,17.6,12.6,26.0,,,3662,0,0,0,4749,94,0,34507.0,117559,718,,,
wkSJlrQ_B2s,"Ex-Präsident erklärt Land für tot - Trump: ""Die Ukraine ist weg"" -| ntv",2024-09-26T14:04:28Z,157,public,495758,101,64.63,224,10,293153,5279,849,2661,1947,0.3,2.8,0.8,8.1,1.4,12.9,2.1,13.8,4.5,20.8,8.4,23.9,,0.0,28343,2148,44,0,8615,849,0,384186.0,2880718,778,,,
jSKa-3yzSBo,So kann man den Jahresurlaub 2025 maximieren | ntv Service,2024-09-26T12:26:18Z,114,public,536,47,41.39,0,0,682,18,0,24,6,,,,12.1,,12.1,5.0,15.4,5.4,17.9,5.0,27.1,,,37,0,0,0,100,0,0,1529.0,22795,164,,,
VqTIZGti-fI,Mann entführt Bus in Los Angeles und nimmt Geiseln | #ntv #nachrichten #geiselnahme #usa,2024-09-26T12:24:22Z,38,public,1666,27,73.63,0,0,3574,75,10,17,7,0.6,7.7,1.0,13.8,2.0,14.5,1.6,11.4,3.7,17.7,7.5,18.7,,,228,0,0,0,8824,10,5638,,29408,243,,,
4VHO8GVp4mk,LIVE: Konstituierende Sitzung des Landtags Thüringen,2024-09-26T10:25:08Z,1306,public,221819,261,20.0,22,2,50948,185,118,130,0,0.3,3.0,0.8,6.2,2.3,11.1,3.0,12.1,6.7,17.7,11.4,25.3,,,10946,0,0,0,6106,118,0,14274.0,235917,862,,,
Kn3SrzxjrDA,Putin passt Atomdoktrin an | #ntv #shorts #news #russland #putin,2024-09-26T10:13:23Z,45,public,7977,42,94.18,6,0,11294,162,27,29,38,,1.2,0.2,4.9,0.8,9.2,1.6,11.6,4.9,21.3,10.1,34.3,,,285,0,0,0,8571,27,17944,,71353,352,,,
eg5jqMClUFk,"""Grüne haben offenbar Orientierungs-Debatten-Bedarf"": FDP-Vizechef im Frühstart | ntv",2024-09-26T09:27:55Z,520,public,49695,160,30.870000000000005,19,0,18576,158,66,24,160,0.3,2.4,0.9,7.8,1.4,10.6,2.6,11.4,5.9,18.3,12.8,25.5,,,1362,34,0,0,7054,66,0,38451.0,699541,164,,,
2EAll5AZRHQ,"Müllabfuhr beim Oktoberfest: ""Hatten Besoffene in und außerhalb der Container"" | ntv",2024-09-26T09:14:28Z,93,public,3798,46,50.01,1,0,4900,28,8,10,18,,1.9,2.0,5.9,4.6,11.3,5.3,11.9,10.3,18.1,10.2,18.6,,,1652,17,0,0,7778,8,0,5449.0,49802,538,,,
9m4Rqz5fVOk,Feuerwehrfahrzeug überschlägt sich in NRW | #ntv #shorts #feuerwehr #unfall,2024-09-26T08:59:01Z,40,public,2833,25,63.580000000000005,11,0,6685,174,7,28,6,1.5,12.4,2.0,15.7,2.6,19.3,2.8,13.1,3.1,12.6,4.3,9.2,,1.5,836,0,0,0,9613,7,10990,,44147,446,,,
AwPsWDu_O30,"Festakt für Merkel - CDU ""feiert Hochamt der Harmonie"" | ntv",2024-09-26T08:34:23Z,160,public,32066,54,33.92,17,1,35454,136,237,155,298,0.3,1.8,0.7,3.6,1.7,4.8,2.7,5.4,8.8,12.3,28.7,29.1,,,4952,88,0,0,3646,237,0,23493.0,220805,358,,,
usbiQN_7-38,LIVE: Vorstellung des Herbstgutachten 2024 der Wirtschaftsforschungsinstitute,2024-09-26T08:26:17Z,1397,public,6363,283,20.31,0,3,1346,10,10,8,0,,,,5.9,,10.8,2.0,15.7,11.4,22.0,8.6,23.7,,,60,0,0,0,50,10,0,4349.0,36203,275,,,
300NIn-jspU,"Selenskyj mit ""Siegesplan"" in USA: Putin stellt Russlands neue Atomwaffenstrategie vor | ntv",2024-09-26T08:23:46Z,103,public,30534,49,48.35,19,2,36789,239,75,92,176,0.2,1.8,0.7,5.7,1.2,10.1,1.7,11.1,4.4,20.0,9.7,33.3,,,3116,133,11,0,7611,75,0,31374.0,288395,444,,,
pobdxpcijac,Astronauten üben auf Fake-Mondoberfläche in Köln - Lunar-Zentrum fertiggestellt  | ntv,2024-09-26T07:22:53Z,95,public,2102,35,37.75,4,3,3518,29,6,38,32,,3.8,1.1,9.3,1.9,13.0,3.1,14.0,6.1,17.7,9.1,20.9,,,594,16,0,0,8286,6,0,2473.0,96466,116,,,
JobR36yx8M4,Nächster Personal-Knall: Gesamter Vorstand der Grünen Jugend erklärt Rücktritt | ntv,2024-09-26T06:30:20Z,92,public,81796,55,60.09,43,3,88778,1023,101,410,972,1.4,8.0,3.1,17.6,2.9,13.9,2.8,10.1,4.9,13.1,7.7,14.3,,,16315,540,10,14,9101,101,0,109356.0,5269696,114,,,
aX-QA0N0x8M,"Hillje: ""Grüne Marke ist tatsächlich kaputt"" - Neustart für Ampel-Partei?  | ntv",2024-09-25T19:31:48Z,363,public,120852,86,23.91,41,1,83542,328,212,81,394,1.3,5.3,2.5,12.9,2.6,12.9,3.1,11.6,5.7,15.0,9.9,17.0,,,16489,273,13,13,6074,212,0,96981.0,5614076,74,,,
U_PTQSKSGkE,"""Paukenschlag wirft Fragen auf"" - Von Lucke: Grünen-Rücktritt war ""keineswegs freiwillig"" | ntv",2024-09-25T19:29:37Z,347,public,465367,133,38.43,153,2,209369,1528,225,268,425,0.3,1.3,0.7,2.8,1.2,4.6,2.5,7.6,7.3,18.0,19.3,34.2,,,26539,772,18,76,8716,225,0,272756.0,5825869,117,,,
7YytJ-OF_8E,Teslas zu Kampf-Cybertrucks für den Krieg zweckentfremdet | #ntv #nachrichten #tesla,2024-09-25T14:43:00Z,56,public,3865,50,90.56,1,0,4574,59,13,16,11,,4.4,,11.8,,21.6,,15.3,1.8,19.9,4.7,20.4,,,236,0,0,0,8194,13,6186,,59043,348,,,
okyQYAYMRjo,LIVE: Statement Baerbock von der UN-Vollversammlung in New York,2024-09-25T13:44:04Z,796,public,108984,65,8.26,18,0,99502,103,262,120,0,0.1,0.4,0.5,1.6,1.8,4.5,3.8,7.4,10.5,17.2,22.8,29.3,,,13571,0,0,0,2822,262,0,81689.0,109241,887,,,
3gldAHI5nMk,"Wilp zum Vorstands-Rücktritt: Die Grünen ""haben wenig Zeit, sich zu sortieren"" | ntv",2024-09-25T13:02:36Z,513,public,96737,218,42.69,34,1,26506,356,71,37,342,0.4,2.2,0.8,6.4,1.8,9.7,2.9,11.5,6.5,18.8,13.1,25.9,,,2085,201,9,8,8337,71,0,76217.0,1030809,177,,,
sHFb3ZRDB_k,Die Union bereitet sich auf Scholz als Kanzlerkandidaten vor | #ntv #nachrichten #kanzler #wahl,2024-09-25T12:13:46Z,27,public,2496,27,101.56999999999998,1,0,5462,66,29,8,20,,0.7,,4.4,,5.2,0.5,6.3,5.8,17.2,22.8,37.1,,,73,0,0,0,6947,29,7437,,47570,281,,,
bI26PAW9IJQ,LIVE: Regierungsbefragung Christian Lindner und Steffi Lemke,2024-09-25T11:15:12Z,570,public,7969,84,14.75,5,0,5688,19,12,0,0,,0.6,,1.9,1.1,6.0,2.4,8.4,7.2,18.9,18.9,34.7,,,212,0,0,0,6129,12,0,3422.0,36488,45,,,
EH6JY1jvI94,"""Bereiten uns schon auf vorgezogene Wahlen vor"" - Dobrindt im Frühstart  | ntv",2024-09-25T10:53:41Z,502,public,64924,180,36.0,14,0,21557,257,33,51,107,,1.5,0.3,4.4,1.4,8.4,3.0,11.1,7.2,19.9,14.9,27.8,,,1299,111,6,0,8862,33,0,43977.0,172427,604,,,
VMo-UyK_rGo,LIVE:  Statement Nouripour und Lang zum Rücktritt der Grünen-Parteispitze,2024-09-25T08:45:41Z,739,public,418408,200,27.16,70,3,125084,1499,235,985,0,0.2,1.0,0.9,4.2,2.5,8.8,4.0,11.2,8.9,19.6,14.6,23.9,,,17645,0,0,0,8645,235,0,353456.0,584038,993,,,
3fY_Emp_WuQ,"""Frauen sind grundsätzlich die besseren Investoren"" | ntv Geldanlage-Check",2024-09-24T16:46:05Z,211,public,1398,82,39.06,1,0,1018,16,17,7,31,,,,16.1,,16.8,,13.6,,27.1,3.7,22.7,,,32,13,0,0,4848,17,0,3713.0,23514,2,,,
l6XJiEz6ND0,Auto fährt in feiernde Gruppe - mehrere Verletzte | #ntv,2024-09-24T15:35:35Z,38,public,14233,26,68.69,12,0,32721,300,50,59,29,0.1,1.1,0.7,4.4,1.9,8.3,3.2,10.4,7.8,20.9,14.2,27.0,,,477,0,0,0,8571,50,51116,,37810,246,,,
353hJInpL8g,"Die Wirtschaft hat ""richtig, richtig Blut verloren"" | ntv #beisenherz",2024-09-24T14:57:01Z,2600,public,222102,709,27.3,24,1,18777,187,41,60,86,,1.7,0.7,9.5,2.3,14.9,3.3,16.1,5.9,18.5,9.5,17.8,,,906,24,4,0,8202,41,0,69817.0,267887,45,,,
yfu45P6ESoc,LIVE: Rede von Joe Biden bei der Generaldebatte der UN-Vollversammlung,2024-09-24T14:42:29Z,1651,public,86206,243,14.72,11,2,21282,158,28,71,0,0.2,1.3,0.6,4.7,1.6,11.0,2.1,12.5,5.7,19.6,12.0,28.6,,,1507,0,0,0,8495,28,0,51293.0,169660,538,,,
CxZN_x9fKoE,LIVE: Statement der SPD zur Fraktionssitzung im Bundestag,2024-09-24T12:42:52Z,647,public,6170,193,29.93,0,0,1912,12,12,3,0,,,,4.1,,7.5,1.3,13.3,6.8,22.6,10.8,33.6,,,40,0,0,0,50,12,0,6741.0,33480,404,,,
5D1cWdr8S_k,"Union baut Führung aus, AfD dahinter, FDP wäre raus  | ntv Trendbarometer",2024-09-24T12:36:20Z,944,public,118639,121,12.9,19,0,58475,230,73,18,126,0.1,1.2,0.3,2.8,0.9,5.7,2.0,8.8,5.2,20.2,13.6,39.2,,,2395,35,2,0,7591,73,0,6673.0,333528,515,,,
WqKq2kVd9us,LIVE: Statement der FDP zur Fraktionssitzung im Bundestag,2024-09-24T11:17:20Z,667,public,8985,196,29.469999999999995,1,1,2743,21,18,4,0,,2.6,,7.3,1.2,12.9,2.2,14.7,6.0,21.3,9.6,22.3,,,89,0,0,0,5385,18,0,8191.0,35393,567,,,
HE2oMf-G6e0,"""Klima Update"" zu Algen: Kleine grüne Wunder als Klimaschutz-Allrounder  | ntv",2024-09-24T11:16:28Z,623,public,1463,155,24.9,0,0,566,15,4,4,9,,,,,,25.7,,,,37.2,,37.2,,,23,0,0,0,7895,4,0,1386.0,25669,153,,,
c1T_rgb4_0g,Wie Cyber-Kriminelle abgemeldete Webshops kapern | ntv Service,2024-09-24T10:57:10Z,281,public,2858,135,48.36,0,1,1262,16,2,12,8,,7.4,5.9,42.9,,29.1,,8.1,,,,6.6,,,198,0,0,0,8889,2,0,2476.0,32671,278,,,
ch06S3xNlsw,"Ansprache für mehr Zusammenhalt: Scholz erklärt sich zum Kanzler der ""normalen Leute""  | ntv",2024-09-24T10:51:37Z,206,public,6162,103,50.32,3,1,3567,74,99,57,204,,4.5,,8.7,1.3,15.0,2.8,12.7,5.5,17.3,11.8,20.3,,,206,17,0,0,4277,99,0,6984.0,40615,586,,,
Rc9KYcWCPxw,LIVE: Statement der Grünen zur Fraktionssitzung im Bundestag,2024-09-24T10:14:16Z,496,public,22440,157,31.72,6,3,8558,41,167,30,0,0.4,2.9,0.7,8.7,2.2,12.5,2.8,13.0,5.8,22.9,7.5,20.7,,,1331,0,0,0,1971,167,0,25875.0,71052,824,,,
w4Y36G6Ie7I,Rechte Milizen und Bombendrohungen wühlen Springfield auf - Nach Trump-Hetze gegen Migranten | ntv,2024-09-24T09:57:45Z,119,public,4378,74,62.57,1,0,3528,73,20,12,24,,3.3,1.3,9.1,1.6,11.1,2.7,13.7,5.8,19.1,12.4,20.0,,,224,31,2,0,7849,20,0,3285.0,65541,374,,,
16n5uwnl85M,"""Flugzeugträger wird wohl nie mehr auslaufen"" - Munz zu russischer Pannenschiff-Crew | ntv",2024-09-24T08:49:33Z,196,public,565621,95,48.83,172,6,354565,2550,184,230,344,0.1,1.2,0.3,4.1,0.7,10.3,1.1,15.1,2.5,25.3,5.4,33.7,,0.0,26380,993,33,0,9327,184,0,454437.0,1990500,948,,,
6LiEYfOddf4,"Ausstellung ""Superheroes"" rückt Helden in neues Licht| ntv",2024-09-24T07:27:06Z,215,public,580,72,33.83,0,1,479,15,3,12,8,,,,27.2,,29.1,,,,,12.6,31.1,,,36,0,0,0,8333,3,0,,15416,155,,,
dgcQjU9YLog,Luftangriffe könnten Vorbereitung auf Bodenoffensive sein - Blufarb zur Lage im Libanon | ntv,2024-09-23T17:36:37Z,181,public,46990,102,56.48,25,3,27577,198,41,50,165,0.6,3.3,1.9,12.5,2.9,18.2,2.6,17.0,3.6,17.8,4.1,15.3,,,2243,209,4,0,8285,41,0,45594.0,352978,496,,,
HPWXfSQq4QE,"""AfD fährt Strategie der Normalisierung von unten"" - Hillje bewertet Parteierfolg | ntv",2024-09-23T17:23:33Z,330,public,68252,155,47.19,20,1,26296,232,392,67,384,0.7,4.3,1.8,10.6,1.9,11.1,3.1,10.8,6.2,15.8,11.7,22.1,,,3516,107,0,0,3718,392,0,44011.0,1028839,106,,,
RsQD4PreXOg,"Panne ist ""Blamage für Russland"" - Reisner zu Bildern vom Raketentestgelände  | ntv",2024-09-23T17:18:49Z,219,public,612974,118,54.32,176,6,309141,3711,556,295,677,0.1,1.1,0.3,5.6,0.7,14.8,0.9,18.2,1.8,25.6,3.4,27.4,,,21587,3166,38,0,8697,556,0,397269.0,2973028,609,,,
UJ3VeTDGHSU,LIVE: Statement von Olaf Scholz im Rahmen der UN-Hauptversammlung in New York,2024-09-23T14:54:15Z,578,public,13335,96,16.69,6,1,8295,37,33,23,0,,2.5,1.1,6.6,1.9,11.1,2.5,10.2,7.0,16.2,13.3,27.4,,,558,0,0,0,5286,33,0,11519.0,57839,545,,,
JGy_Nj_2v9c,Kompromiss der Verkehrsminister - Ab 2025: Preis für Deutschlandticket steigt auf 58 Euro | ntv,2024-09-23T14:28:30Z,97,public,1065,51,53.52,0,0,1231,21,4,11,35,,8.8,,12.8,2.1,19.2,2.1,11.9,3.1,15.3,8.0,16.7,,,108,5,0,0,84,4,0,2006.0,56612,147,,,
51LNj3lPW7c,Niere für umgerechnet 2700 Euro: Mittellose Menschen in Myanmar bieten online Organe an | ntv,2024-09-23T14:23:18Z,190,public,512,72,38.05,0,0,425,11,1,4,10,,,,24.2,,31.8,,,,22.0,,22.0,,,6,1,0,0,9167,1,0,18.0,17192,193,,,
y-Vp6YOR6PA,Wanderer stürzt von Felswand und filmt sich dabei | #ntv #sturz #china,2024-09-23T13:34:44Z,38,public,5493,33,89.04,4,0,9742,150,19,27,10,0.2,1.7,0.3,4.1,1.0,7.6,1.9,8.3,6.4,19.0,16.8,32.6,,,194,0,0,0,8876,19,12027,,21473,482,,,
zW0OX1WjnAY,"81 Jahre, 19 Weltrekorde: US-Seniorin wird im Ruhestand Profi-Gewichtheberin | ntv",2024-09-23T13:05:00Z,130,public,707,53,41.13,0,0,794,21,1,25,5,,,,12.2,,20.3,,14.8,4.1,15.5,5.5,27.7,,,49,1,0,0,9545,1,0,1051.0,23157,247,,,
cMP2nyx3XQ8,"Scholz bei Treffen in New York: Russland schießt quer, UN verabschiedet ""Zukunftspakt"" | ntv",2024-09-23T12:26:52Z,98,public,102811,41,42.78,63,7,147144,552,425,173,402,0.3,1.6,0.7,4.9,1.7,9.8,2.7,11.2,6.4,18.7,12.6,29.1,,0.0,11665,1595,0,0,565,425,0,104771.0,1353063,334,,,
0W0ErvoN4dQ,LIVE: Pressekonferenz mit Omid Nouripour zur Landtagswahl in Brandenburg,2024-09-23T12:13:24Z,467,public,10222,137,29.520000000000003,0,1,4449,12,57,6,0,,,,4.1,1.4,8.1,2.8,11.8,6.5,22.8,12.8,29.6,,,217,0,0,0,1739,57,0,7647.0,31319,549,,,
l7t9eUM26c0,LIVE: Pressekonferenz mit Friedrich Merz zu den Ergebnissen der Landtagswahl in Brandenburg,2024-09-23T11:20:47Z,951,public,67940,277,29.160000000000004,12,1,14699,87,64,32,0,,1.8,0.6,4.8,1.4,9.0,3.1,10.8,6.8,18.9,13.6,29.3,,,1113,0,0,0,5762,64,0,37616.0,103622,751,,,
6O_oAUjGzAM,"Moskau sorgt für Eklat bei UN - Munz: ""Russland hat sich heftige Klatsche eingeholt"" | ntv",2024-09-23T10:49:13Z,146,public,493732,77,53.07999999999999,228,9,382252,2563,455,249,429,0.1,0.7,0.3,2.8,0.8,8.0,1.4,12.2,3.8,23.7,8.9,37.0,,,32294,1223,0,0,8492,455,0,569282.0,1797453,765,,,
o-Nz93RQgG8,LIVE: Pressekonferenz mit Amira Mohamed Ali nach den Landtagswahlen in Brandenburg,2024-09-23T10:15:45Z,242,public,2125,110,45.51,1,0,1158,14,13,3,0,,,,12.4,3.4,13.0,4.8,11.5,7.9,18.3,8.2,20.6,,,117,0,0,0,5185,13,0,2657.0,20259,363,,,
TI3tuAWT35Y,LIVE: Pressekonferenz mit Klingbeil und Woidke nach den Landtagswahlen in Brandenburg,2024-09-23T10:11:58Z,1237,public,8164,337,27.29,0,0,1451,11,22,0,0,,,,10.2,,11.0,2.3,15.7,5.3,18.0,11.2,26.3,,,46,0,0,0,3333,22,0,5401.0,28216,411,,,
hhh3RRE_syM,LIVE: Pressekonferenz mit Christian Lindner nach den Landtagswahlen in Brandenburg,2024-09-23T09:51:11Z,1067,public,168244,238,22.33,15,1,42361,164,157,67,0,0.2,1.1,0.6,3.8,2.4,8.4,3.6,10.9,8.8,20.0,14.5,25.7,,,4569,0,0,0,5109,157,0,79462.0,149876,949,,,
TcQVBRR9c78,"""Kein Grund unser Spitzenpersonal auszuwechseln"" - Budde (SPD) im Frühstart | #ntv #spd #wahl",2024-09-23T09:03:00Z,31,public,3817,25,83.26,3,1,8874,66,156,25,62,,0.9,0.4,2.9,0.8,5.3,1.6,8.0,6.3,20.3,18.4,35.2,,,124,0,0,0,2973,156,10754,,25829,371,,,
6016PHW5xQA,LIVE: Pressekonferenz mit Chrupalla und Weidel nach den Landtagswahlen in Brandenburg,2024-09-23T08:26:07Z,1416,public,961798,317,22.42,154,6,181748,3143,160,792,0,0.3,1.1,1.0,4.3,3.2,10.1,4.9,12.1,8.7,19.2,12.4,22.4,,0.0,30710,0,0,0,9516,160,0,614417.0,840554,501,,,
CYIaYdRx-D8,"""Das BSW ist eine große Blackbox"": SPD-Politikerin im Frühstart | ntv",2024-09-23T08:06:33Z,469,public,15289,161,34.49,7,1,5672,95,67,22,97,0.7,3.0,1.5,6.4,1.8,7.5,3.4,8.7,7.1,14.5,20.6,24.7,,,576,28,3,0,5864,67,0,11419.0,396339,105,,,
GxrkXCcEeY0,"Kubicki: ""Zerreißprobe für Bund"" - So ist die Sitzverteilung in Brandenburg | ntv",2024-09-23T07:50:21Z,139,public,113137,82,59.25,64,1,82430,736,374,133,485,1.0,8.5,1.9,15.5,1.8,12.6,2.1,8.7,4.5,13.9,7.9,21.4,,,11560,338,4,16,6631,374,0,139586.0,3803564,168,,,
2NlSqUZsmu8,Italiener bauen Obst und Gemüse auf Meeresgrund an | ntv,2024-09-23T06:28:13Z,141,public,29397,42,30.14,7,1,41505,253,4,242,36,0.1,3.1,1.1,16.0,2.3,17.3,2.6,11.5,5.0,15.0,7.7,18.2,,,4225,0,0,0,9844,4,0,18262.0,153422,842,,,
8mRGyr93X1E,"SPD-Sieg in Brandenburg ""verschafft Scholz Atempause"": RTL/ntv-Politikchef Blome ordnet ein | ntv",2024-09-22T19:18:50Z,158,public,25227,74,47.23,17,2,20282,121,180,19,239,0.9,4.6,2.2,11.8,2.4,12.3,3.2,12.2,6.0,15.2,10.8,18.5,,,2609,163,0,0,402,180,0,27624.0,1706349,76,,,
